condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
crag,SkyJump Las Vegas is located at a hotel on what street?,Las Vegas Boulevard, I cannot find this information in the provided context. The context does not mention the location of SkyJump Las Vegas.,0.7195,False,44.482,1266.93,1311.412,,hotpotqa,mistral,7.967,134.013
raptor_2l,SkyJump Las Vegas is located at a hotel on what street?,Las Vegas Boulevard, I cannot find this information in the provided context. The context does not mention SkyJump Las Vegas or its location.,0.7305,False,10.608,1670.454,1681.062,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Are David O. Russell and Tony Gatlif from the same country?,no," Yes, according to the provided context, both David O. Russell and Tony Gatlif are from different countries. While David O. Russell's nationality is not specified in the context, it can be assumed that he is American due to being a retired tennis player from the United States. On the other hand, Tony Gatlif is explicitly stated as being French.",0.5847,False,49.871,3355.782,3405.653,,hotpotqa,mistral,7.967,134.013
crag,Are David O. Russell and Tony Gatlif from the same country?,no," I cannot find information in the provided context about David O. Russell's nationality. However, it is known that Tony Gatlif is French.",0.635,False,28.117,1335.424,1363.541,,hotpotqa,mistral,7.967,134.013
raptor_2l,Are David O. Russell and Tony Gatlif from the same country?,no," Yes, both David O. Russell and Tony Gatlif are from the same country. However, their nationality is not specified in the provided context. It can be inferred that they are both from France as Tony Gatlif is a French film director and it's common for directors to originate from the same country where their films are produced.",0.6897,False,10.294,3574.525,3584.819,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Giuseppe Tornatore, an italian film director and screenwriter, wrote and directed his film ""The Best Offer"" in what language?",English-language, The Best Offer was written and directed by Giuseppe Tornatore in English.,0.7592,False,33.025,1194.417,1227.442,,hotpotqa,mistral,7.967,134.013
crag,"Giuseppe Tornatore, an italian film director and screenwriter, wrote and directed his film ""The Best Offer"" in what language?",English-language, The Best Offer was written and directed by Giuseppe Tornatore in English.,0.7592,False,51.226,1133.462,1184.689,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Giuseppe Tornatore, an italian film director and screenwriter, wrote and directed his film ""The Best Offer"" in what language?",English-language, The Best Offer was written and directed by Giuseppe Tornatore in English.,0.7592,False,9.927,1446.396,1456.323,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Iola is a city along the Neosho River in a region of Kansas that can be defined by Woddson County in the northwest, and what county in the northeast?",Bourbon County," Allen County, as per the provided context, is located in the northeastern part of the region where Iola is situated. Therefore, the county in the northeast that includes Iola is Allen County.",0.8315,False,38.394,2254.267,2292.661,,hotpotqa,mistral,7.967,134.013
crag,"Iola is a city along the Neosho River in a region of Kansas that can be defined by Woddson County in the northwest, and what county in the northeast?",Bourbon County," Allen County, as per the provided context, is located in the southeast part of Kansas. Therefore, there isn't a specific county mentioned in the context that can be defined as being in the northeast of Iola.",0.7665,False,55.407,2240.499,2295.906,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Iola is a city along the Neosho River in a region of Kansas that can be defined by Woddson County in the northwest, and what county in the northeast?",Bourbon County, I cannot find this information in the provided context. The context does not specify any county in the northeastern part of Kansas where Iola is located.,0.6699,False,10.363,2151.064,2161.427,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Actor David Lee Stenstrom played the character Waldo the inventor in a TV show that ran on Nickelodeon during what yeras?,1984 to 1985," The context does not provide specific years for when the Nickelodeon show ""Out of Control"" aired, only that David Lee Stenstrom played Waldo the inventor on it.",0.7136,False,59.418,2209.339,2268.757,,hotpotqa,mistral,7.967,134.013
crag,Actor David Lee Stenstrom played the character Waldo the inventor in a TV show that ran on Nickelodeon during what yeras?,1984 to 1985," The context does not provide specific years for when the Nickelodeon show ""Out of Control"" aired.",0.7078,False,34.87,1155.781,1190.651,,hotpotqa,mistral,7.967,134.013
raptor_2l,Actor David Lee Stenstrom played the character Waldo the inventor in a TV show that ran on Nickelodeon during what yeras?,1984 to 1985," The context does not provide specific years for when ""Out of Control,"" the Nickelodeon show where David Lee Stenstrom played Waldo the inventor, aired.",0.8778,False,10.211,2391.995,2402.206,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"What part of the great power concerts such as the EU trio, the Nato Quint, the G7, and the G20, is Italy associated with?",G20," Italy is a member of the Great Power concerts such as the EU trio, the NATO Quint, the G7, and the G20.",0.7461,False,59.134,1858.812,1917.947,,hotpotqa,mistral,7.967,134.013
crag,"What part of the great power concerts such as the EU trio, the Nato Quint, the G7, and the G20, is Italy associated with?",G20," Italy is associated with all the great power concerts mentioned in the context, which are the EU trio, the NATO Quint, the G7, and the G20.",0.6663,False,35.626,1771.695,1807.321,,hotpotqa,mistral,7.967,134.013
raptor_2l,"What part of the great power concerts such as the EU trio, the Nato Quint, the G7, and the G20, is Italy associated with?",G20," Italy is a member of the Great Power concerts such as the EU trio, the NATO Quint, the G7, and the G20.",0.7461,False,10.919,2247.837,2258.756,,hotpotqa,mistral,7.967,134.013
hcpc_v2,California joined the Union due to the passage of a package of how many separate bills?,five," I cannot find this information in the provided context. The context only mentions the Compromise of 1850, but it does not specify the number of separate bills that were passed as part of this compromise.",0.6358,False,54.617,2389.138,2443.756,,hotpotqa,mistral,7.967,134.013
crag,California joined the Union due to the passage of a package of how many separate bills?,five," The context does not specify the number of bills that led to California joining the Union. However, it is implied that one of these bills was related to California's admission as a free state, but the exact number of bills in the Compromise of 1850 is not explicitly stated regarding California's admission.",0.6869,False,32.236,2912.927,2945.163,,hotpotqa,mistral,7.967,134.013
raptor_2l,California joined the Union due to the passage of a package of how many separate bills?,five," The context does not provide information about the number of separate bills that made up the Compromise of 1850, which led to California joining the Union. However, it is mentioned that the compromise was a package of five separate bills passed by the United States Congress in September 1850.",0.7545,False,9.894,3508.653,3518.547,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Where was the father of the Jackson, Mississippi mayor elected in 2017 born?","Detroit, Michigan"," The father of the Jackson, Mississippi mayor elected in 2017, Chokwe Lumumba, was born in Detroit, Michigan.",0.5447,False,54.327,1689.088,1743.415,,hotpotqa,mistral,7.967,134.013
crag,"Where was the father of the Jackson, Mississippi mayor elected in 2017 born?","Detroit, Michigan"," I cannot find this information in the provided context regarding the birthplace of the father of the Jackson, Mississippi mayor elected in 2017. The context only provides information about the mayor himself and his upbringing.",0.8112,False,36.062,2139.197,2175.259,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Where was the father of the Jackson, Mississippi mayor elected in 2017 born?","Detroit, Michigan"," The father of the Jackson, Mississippi mayor elected in 2017 (Chokwe Lumumba) was born in Detroit, Michigan.",0.5528,False,10.826,2023.022,2033.848,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Which light rail system would one use to visit the museum that explores the impact of modern conflicts on people and society?,Greater Manchester's Metrolink," I cannot find this information in the provided context as it does not mention any light rail systems in Greater Manchester, England. The Imperial War Museum North is located there, but no information about the local light rail system is given.",0.6049,False,54.489,2313.701,2368.19,,hotpotqa,mistral,7.967,134.013
crag,Which light rail system would one use to visit the museum that explores the impact of modern conflicts on people and society?,Greater Manchester's Metrolink, I cannot find this information in the provided context. The context does not mention any specific light rail system for visiting the Imperial War Museum North.,0.6841,False,28.247,1400.273,1428.519,,hotpotqa,mistral,7.967,134.013
raptor_2l,Which light rail system would one use to visit the museum that explores the impact of modern conflicts on people and society?,Greater Manchester's Metrolink, I cannot find this information in the provided context as it does not mention any light rail systems related to visiting the Imperial War Museum North.,0.6459,False,10.112,2123.851,2133.963,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Who preceded the man who had the Nassak Diamond cut and placed into the handle of his sword?,1st Earl Grosvenor, I cannot find this information in the provided context. The context does not mention who preceded the person who had the Nassak Diamond cut and placed into the handle of his sword.,0.6543,False,57.991,2189.105,2247.096,,hotpotqa,mistral,7.967,134.013
crag,Who preceded the man who had the Nassak Diamond cut and placed into the handle of his sword?,1st Earl Grosvenor," I cannot find this information in the provided context. The context does not mention who preceded the 1st Marquess of Westminster, who is known to have possessed the Nassak Diamond and had it set into the handle of his sword.",0.4729,True,23.761,2408.77,2432.53,,hotpotqa,mistral,7.967,134.013
raptor_2l,Who preceded the man who had the Nassak Diamond cut and placed into the handle of his sword?,1st Earl Grosvenor, I cannot find this information in the provided context. The context does not mention anyone who preceded the person who had the Nassak Diamond cut and placed into the handle of his sword.,0.6545,False,10.36,2325.624,2335.984,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Are Steve Perry and Dennis Lyxzén both members of the same band ?,no," No, Steve Perry and Dennis Lyxzén are not both members of the same band according to the provided context.",0.489,True,61.57,1563.549,1625.118,,hotpotqa,mistral,7.967,134.013
crag,Are Steve Perry and Dennis Lyxzén both members of the same band ?,no," No, based on the provided context, Steve Perry and Dennis Lyxzen are not in the same band.",0.6249,False,45.345,1174.944,1220.289,,hotpotqa,mistral,7.967,134.013
raptor_2l,Are Steve Perry and Dennis Lyxzén both members of the same band ?,no," No, Steve Perry and Dennis Lyxzén are not members of the same band according to the provided context.",0.541,False,10.181,2079.295,2089.477,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Who were the stars of the 2008 South Korean movie that was later remade as Hindi movie entitled ""Murder 2"" in 2011?",Kim Yoon-seok and Ha Jung-woo," I cannot find this information in the provided context. The context does not mention the cast of the 2008 South Korean movie that was remade as ""Murder 2"".",0.7414,False,61.605,2258.623,2320.228,,hotpotqa,mistral,7.967,134.013
crag,"Who were the stars of the 2008 South Korean movie that was later remade as Hindi movie entitled ""Murder 2"" in 2011?",Kim Yoon-seok and Ha Jung-woo," I cannot find this information in the provided context. The context only mentions that the Hindi movie ""Murder 2"" was unofficially based on the 2008 South Korean movie ""The Chaser"", but it does not provide details about the cast of the original 2008 South Korean film.",0.495,True,53.309,3118.748,3172.057,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Who were the stars of the 2008 South Korean movie that was later remade as Hindi movie entitled ""Murder 2"" in 2011?",Kim Yoon-seok and Ha Jung-woo," I cannot find this information in the provided context. The context only mentions the cast and crew of the Hindi movie ""Murder 2"", but not the original South Korean movie it was based on.",0.6801,False,10.764,2773.004,2783.768,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Who directed the 2017 horror-thriller film in which Barry Keoghan, Nicole Kidman, Colin Farrell, and Alicia Silverstone appeared?",Yorgos Lanthimos, Yorgos Lanthimos,0.5675,False,33.805,912.828,946.633,,hotpotqa,mistral,7.967,134.013
crag,"Who directed the 2017 horror-thriller film in which Barry Keoghan, Nicole Kidman, Colin Farrell, and Alicia Silverstone appeared?",Yorgos Lanthimos," I cannot find this information in the provided context as it only mentions that Barry Keoghan appeared in ""The Killing of a Sacred Deer"", but does not specify who directed it. However, according to IMDB, Yorgos Lanthimos directed the film.",0.5603,False,51.913,2853.793,2905.706,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Who directed the 2017 horror-thriller film in which Barry Keoghan, Nicole Kidman, Colin Farrell, and Alicia Silverstone appeared?",Yorgos Lanthimos," I cannot find this information in the provided context as it does not mention any 2017 horror-thriller film featuring Barry Keoghan, Nicole Kidman, Colin Farrell, and Alicia Silverstone. The films mentioned in the context are ""Dunkirk,"" ""The Killing of a Sacred Deer,"" ""Trespass Against Us,"" and ""Love/Hate,"" all of which were released before 2017.",0.5264,False,10.124,4896.263,4906.386,,hotpotqa,mistral,7.967,134.013
hcpc_v2,In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,Beijing," I cannot find this information in the provided context. The context only mentions the Moroccan ambassador in Beijing, but it does not provide any information about an ambassador from the Rabat-Salé-Kénitra administrative region to China.",0.6482,False,51.433,2596.307,2647.74,,hotpotqa,mistral,7.967,134.013
crag,In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,Beijing," I cannot find this information in the provided context. The context only mentions the Moroccan ambassador in Beijing, but it does not specify which city he represents in Morocco.",0.5669,False,36.108,1671.057,1707.165,,hotpotqa,mistral,7.967,134.013
raptor_2l,In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,Beijing," I cannot find this information in the provided context. The context does not mention any specific city as the location of the Moroccan ambassador to China, only that he is the official representative of the Government in Rabat to the Government of the People's Republic of China.",0.7665,False,9.869,2896.61,2906.479,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Are both Dictyosperma, and Huernia described as a genus?",yes," Yes, both Dictyosperma and Huernia are described as genera in the provided context.",0.7344,False,64.595,1752.333,1816.929,,hotpotqa,mistral,7.967,134.013
crag,"Are both Dictyosperma, and Huernia described as a genus?",yes," Yes, both Dictyosperma and Huernia are described as a genus in the provided context.",0.7332,False,41.664,1224.061,1265.725,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Are both Dictyosperma, and Huernia described as a genus?",yes," Yes, both Dictyosperma and Huernia are described as genera in the provided context.",0.7344,False,13.15,1908.242,1921.392,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Are Tim Rice and Kathy Acker both from America?,no," Yes, both Tim Rice and Kathy Acker are from America, but they were not mentioned in the provided context.",0.6161,False,55.467,1433.301,1488.769,,hotpotqa,mistral,7.967,134.013
crag,Are Tim Rice and Kathy Acker both from America?,no," Yes, according to the provided context, Kathy Acker is American. I cannot find information about Tim Rice in the provided context, so I cannot confirm whether he is also American.",0.7156,False,29.258,1666.461,1695.719,,hotpotqa,mistral,7.967,134.013
raptor_2l,Are Tim Rice and Kathy Acker both from America?,no," Yes, both Tim Rice and Kathy Acker are from America. However, Tim Rice is not mentioned in the provided context.",0.5617,False,10.334,1830.055,1840.389,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Horace Brindley played for what professional association football club that is based in the seaside town of Blackpool, Lancashire, England?",Blackpool Football Club," Yes, Horace Brindley played for Blackpool Football Club.",0.9593,False,78.353,1162.342,1240.695,,hotpotqa,mistral,7.967,134.013
crag,"Horace Brindley played for what professional association football club that is based in the seaside town of Blackpool, Lancashire, England?",Blackpool Football Club, Blackpool Football Club,0.6538,False,49.857,419.554,469.411,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Horace Brindley played for what professional association football club that is based in the seaside town of Blackpool, Lancashire, England?",Blackpool Football Club, Blackpool Football Club,0.6538,False,10.383,825.144,835.527,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What novel imagines the true story of a character based on a novel by Mark Twain first published in 1884?,Shohola Falls," ""Shohola Falls"" is the novel that imagines the true story of a character based on a character from a novel by Mark Twain first published in 1884, which is Huckleberry Finn.",0.558,False,35.943,2476.028,2511.971,,hotpotqa,mistral,7.967,134.013
crag,What novel imagines the true story of a character based on a novel by Mark Twain first published in 1884?,Shohola Falls, I cannot find this information in the provided context. The context does not mention any novel that imagines the true story of a character based on a novel by Mark Twain first published in 1884.,0.7314,False,50.752,2183.419,2234.171,,hotpotqa,mistral,7.967,134.013
raptor_2l,What novel imagines the true story of a character based on a novel by Mark Twain first published in 1884?,Shohola Falls," ""Shohola Falls"" is a novel that imagines the true story of a character based on one from a novel by Mark Twain, specifically Huckleberry Finn, whose first publication was in 1884.",0.7227,False,10.455,2712.88,2723.335,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"What was the other single from Eric Stewart and Graham Gouldman's band's 1975 album, besides ""I'm Not in Love""?",Life Is a Minestrone," I cannot find information about any other singles from Eric Stewart and Graham Gouldman's band's 1975 album in the provided context. The context only mentions ""I'm Not in Love"" as a single from their third album, ""The Original Soundtrack"".",0.8003,False,36.655,2969.045,3005.7,,hotpotqa,mistral,7.967,134.013
crag,"What was the other single from Eric Stewart and Graham Gouldman's band's 1975 album, besides ""I'm Not in Love""?",Life Is a Minestrone," I cannot find information about any other singles from Eric Stewart and Graham Gouldman's band's 1975 album in the provided context. The context only mentions ""I'm Not in Love"" as a single from their third album, ""The Original Soundtrack"".",0.8003,False,49.752,2888.572,2938.324,,hotpotqa,mistral,7.967,134.013
raptor_2l,"What was the other single from Eric Stewart and Graham Gouldman's band's 1975 album, besides ""I'm Not in Love""?",Life Is a Minestrone, I cannot find information about any other singles from Eric Stewart and Graham Gouldman's band's 1975 album in the provided context.,0.6518,False,10.27,2393.378,2403.648,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Where did recording sessions take place for the Michael Jackson hit ""Beat It""?",at Westlake Recording Studios in Los Angeles," I cannot find this information in the provided context. The context does not mention where the recording sessions for the Michael Jackson hit ""Beat It"" took place.",0.62,False,36.902,1982.433,2019.335,,hotpotqa,mistral,7.967,134.013
crag,"Where did recording sessions take place for the Michael Jackson hit ""Beat It""?",at Westlake Recording Studios in Los Angeles," I cannot find this information in the provided context. The context does not mention where the recording sessions for the Michael Jackson hit ""Beat It"" took place.",0.62,False,51.488,1746.841,1798.329,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Where did recording sessions take place for the Michael Jackson hit ""Beat It""?",at Westlake Recording Studios in Los Angeles," I cannot find this information in the provided context. The context does not mention where the recording sessions for the Michael Jackson hit ""Beat It"" took place.",0.62,False,10.938,2338.456,2349.394,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What location is shared by both Great Neck School District and Saddle Rock Elementary School?,"New York, United States"," The location shared by both Great Neck School District and Saddle Rock Elementary School is Great Neck, New York, USA.",0.7215,False,29.258,1501.25,1530.508,,hotpotqa,mistral,7.967,134.013
crag,What location is shared by both Great Neck School District and Saddle Rock Elementary School?,"New York, United States"," The location shared by both Great Neck School District and Saddle Rock Elementary School is Great Neck, New York, USA.",0.7215,False,47.753,1410.919,1458.672,,hotpotqa,mistral,7.967,134.013
raptor_2l,What location is shared by both Great Neck School District and Saddle Rock Elementary School?,"New York, United States"," The location shared by both Great Neck School District and Saddle Rock Elementary School is Great Neck, New York, USA.",0.7215,False,10.02,1820.594,1830.613,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"""The Parasite"" is a kind of text that has how many words?","between 7,500 and 40,000"," I cannot find this information in the provided context. The context does not mention any text named ""The Parasite.""",0.6006,False,56.469,1503.582,1560.051,,hotpotqa,mistral,7.967,134.013
crag,"""The Parasite"" is a kind of text that has how many words?","between 7,500 and 40,000"," I cannot find the word count for ""The Parasite"" in the provided context.",0.6604,False,27.224,819.648,846.871,,hotpotqa,mistral,7.967,134.013
raptor_2l,"""The Parasite"" is a kind of text that has how many words?","between 7,500 and 40,000"," I cannot find information about the number of words in ""The Parasite"" in the provided context. The context only provides information about Timaeus the Sophist's Lexicon, but not about any other work titled ""The Parasite.""",0.5703,False,10.084,3003.23,3013.314,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"What English professional football club, won the 1994 European Cup? Arsenal",Arsenal," Yes, that is correct. According to the provided context, Arsenal Football Club won the 1994 European Cup Winners' Cup.",0.8896,False,33.596,1812.376,1845.972,,hotpotqa,mistral,7.967,134.013
crag,"What English professional football club, won the 1994 European Cup? Arsenal",Arsenal," Yes, that is correct. According to the provided context, Arsenal Football Club won the 1994 European Cup Winners' Cup.",0.8896,False,48.507,1572.93,1621.437,,hotpotqa,mistral,7.967,134.013
raptor_2l,"What English professional football club, won the 1994 European Cup? Arsenal",Arsenal," Yes, that is correct. According to the provided context, Arsenal Football Club won the 1994 European Cup Winners' Cup.",0.8896,False,11.146,2215.948,2227.094,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Are the movies ""Monsters, Inc."" and ""Mary Poppins"" both by the same company?",yes," No, the movies ""Monsters, Inc."" and ""Mary Poppins"" are not both by the same company. While both films were produced by Walt Disney Pictures, they were made by different production studios within the company. ""Monsters, Inc."" was produced by Pixar Animation Studios, while ""Mary Poppins"" and its sequel ""Mary Poppins Returns"" were produced by Walt Disney Productions.",0.5848,False,38.994,4480.047,4519.041,,hotpotqa,mistral,7.967,134.013
crag,"Are the movies ""Monsters, Inc."" and ""Mary Poppins"" both by the same company?",yes," No, according to the provided context, ""Monsters, Inc."" is produced by Pixar Animation Studios and distributed by Walt Disney Pictures, while ""Mary Poppins"" and its sequel ""Mary Poppins Returns"" are produced by Walt Disney.",0.5574,False,48.249,2686.375,2734.624,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Are the movies ""Monsters, Inc."" and ""Mary Poppins"" both by the same company?",yes," No, the movies ""Monsters, Inc."" and ""Mary Poppins"" are not both by the same company. ""Monsters, Inc."" was produced by Pixar Animation Studios and distributed by Walt Disney Pictures, while ""Mary Poppins"" was produced by Walt Disney Productions.",0.5495,False,11.349,3621.021,3632.37,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Arnold Richards was the former chair of what organization that is a member of the Center for Jewish History?,YIVO," Arnold Richards was the former chair of YIVO, which is not explicitly stated to be a member of the Center for Jewish History in the provided context. However, it's worth noting that YIVO is an organization dedicated to preserving and promoting the study of Eastern European Jewish culture and history, which aligns with the mission of the Center for Jewish History. But without additional context or information, I cannot definitively confirm if YIVO is a member of the Center for Jewish History.",0.6223,False,34.987,4640.408,4675.396,,hotpotqa,mistral,7.967,134.013
crag,Arnold Richards was the former chair of what organization that is a member of the Center for Jewish History?,YIVO, I cannot find information in the provided context about Arnold Richards being the former chair of any organization that is a member of the Center for Jewish History.,0.7477,False,47.456,1599.753,1647.209,,hotpotqa,mistral,7.967,134.013
raptor_2l,Arnold Richards was the former chair of what organization that is a member of the Center for Jewish History?,YIVO," I cannot find information about Arnold Richards in the provided context, so I'm unable to determine which organization he was the former chair of.",0.443,True,10.979,2032.255,2043.235,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Who is the author of the play that was adapted into a film and featured the orchestral arrangement Suite from Henry V?,William Shakespeare," William Shakespeare is the author of the play that was adapted into the film ""Henry V"" and features the orchestral arrangement Suite from Henry V. However, it's important to note that the context does not provide information about any connection between Shakespeare's play ""Henry IV"" and the film ""The Flight in die Nacht.""",0.3635,True,55.032,3354.007,3409.039,,hotpotqa,mistral,7.967,134.013
crag,Who is the author of the play that was adapted into a film and featured the orchestral arrangement Suite from Henry V?,William Shakespeare, William Shakespeare,0.5811,False,39.367,298.634,338.001,,hotpotqa,mistral,7.967,134.013
raptor_2l,Who is the author of the play that was adapted into a film and featured the orchestral arrangement Suite from Henry V?,William Shakespeare, The author of the play that was adapted into a film and featured the orchestral arrangement Suite from Henry V is William Shakespeare.,0.6368,False,9.98,1784.239,1794.219,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Which company owns the hotel on whose premises the Cotal Arena is located ?,Las Vegas Sands company.," The American Las Vegas Sands company, as stated in the provided context, owns The Venetian Macao, where the Cotai Arena is located.",0.9836,False,33.845,1780.821,1814.665,,hotpotqa,mistral,7.967,134.013
crag,Which company owns the hotel on whose premises the Cotal Arena is located ?,Las Vegas Sands company., The American Las Vegas Sands company.,0.6179,False,38.707,570.402,609.109,,hotpotqa,mistral,7.967,134.013
raptor_2l,Which company owns the hotel on whose premises the Cotal Arena is located ?,Las Vegas Sands company., I cannot find this information in the provided context. The context does not mention any hotel owned by a specific company on whose premises the Cotai Arena is located.,0.7064,False,10.022,2112.608,2122.631,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"John MacGregor, Baron MacGregor of Pulham Market was educated at the University of St Andrews and another university established by what monach?",King George IV," I cannot find this information in the provided context. The context does not mention any information about the university attended by John MacGregor, Baron MacGregor of Pulham Market that was founded by a monarch.",0.6037,False,53.34,2194.551,2247.891,,hotpotqa,mistral,7.967,134.013
crag,"John MacGregor, Baron MacGregor of Pulham Market was educated at the University of St Andrews and another university established by what monach?",King George IV," I cannot find this information in the provided context. The context does not mention any monarch associated with King's College London, where John MacGregor, Baron MacGregor of Pulham Market, was also educated.",0.5885,False,44.775,2237.499,2282.274,,hotpotqa,mistral,7.967,134.013
raptor_2l,"John MacGregor, Baron MacGregor of Pulham Market was educated at the University of St Andrews and another university established by what monach?",King George IV," I cannot find this information in the provided context. The context does not mention any monarch associated with the universities attended by John MacGregor, Baron MacGregor of Pulham Market.",0.5932,False,10.331,2377.707,2388.038,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What type of the district is the Downtown Bentonville of the state in the southeastern region of the United States which is home to over 3 million people as of 2017?,business district," I cannot find this information in the provided context. The context does not specify the state where Downtown Bentonville is located, nor does it provide a population count for that specific state.",0.6525,False,58.987,2353.952,2412.939,,hotpotqa,mistral,7.967,134.013
crag,What type of the district is the Downtown Bentonville of the state in the southeastern region of the United States which is home to over 3 million people as of 2017?,business district, I cannot find this information in the provided context. The context does not specify the state or population size of the area where Downtown Bentonville is located.,0.7338,False,34.749,1577.389,1612.138,,hotpotqa,mistral,7.967,134.013
raptor_2l,What type of the district is the Downtown Bentonville of the state in the southeastern region of the United States which is home to over 3 million people as of 2017?,business district, I cannot find this information in the provided context. The context does not specify the state where Downtown Bentonville is located.,0.5558,False,10.414,2100.771,2111.185,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What music school did the singer of The Search for Everything: Wave One attend?,Berklee College of Music, I cannot find information in the provided context about which music school John Mayer attended.,0.6908,False,56.754,1195.038,1251.793,,hotpotqa,mistral,7.967,134.013
crag,What music school did the singer of The Search for Everything: Wave One attend?,Berklee College of Music, I cannot find this information in the provided context.,0.5531,False,40.14,644.227,684.367,,hotpotqa,mistral,7.967,134.013
raptor_2l,What music school did the singer of The Search for Everything: Wave One attend?,Berklee College of Music, I cannot find this information in the provided context. The context does not mention any information about the singer's education or attendance at a music school.,0.6834,False,10.076,2159.401,2169.477,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Who is the current governor of the state where former wrestler Stephen Cepello painted the Governor's Mansion?,Mark Dayton, I cannot find this information in the provided context as it does not mention which state Stephen Cepello painted the Governor's Mansion for.,0.4239,True,30.407,1633.436,1663.843,,hotpotqa,mistral,7.967,134.013
crag,Who is the current governor of the state where former wrestler Stephen Cepello painted the Governor's Mansion?,Mark Dayton," I cannot find this information in the provided context as it does not mention which state Stephen Cepello painted the Governor's Mansion for. The context only mentions that he painted the portraits of former wrestler and Governor of Minnesota, Jesse Ventura.",0.6705,False,44.91,2613.212,2658.122,,hotpotqa,mistral,7.967,134.013
raptor_2l,Who is the current governor of the state where former wrestler Stephen Cepello painted the Governor's Mansion?,Mark Dayton, I cannot find this information in the provided context as it does not mention which state the Governor's Mansion that Stephen Cepello painted belongs to.,0.6398,False,9.968,2017.286,2027.254,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"What cast member of Flashbacks of a Fool was educated at Bryanston School in Blandford, Dorset?",Emilia Fox," I cannot find this information in the provided context. The context does not mention any cast members of ""Flashbacks of a Fool"" and their educational backgrounds.",0.5615,False,34.623,1837.835,1872.458,,hotpotqa,mistral,7.967,134.013
crag,"What cast member of Flashbacks of a Fool was educated at Bryanston School in Blandford, Dorset?",Emilia Fox," I cannot find this information in the provided context. The context does not mention any cast members of ""Flashbacks of a Fool"" and their educational backgrounds.",0.5615,False,49.272,1816.39,1865.662,,hotpotqa,mistral,7.967,134.013
raptor_2l,"What cast member of Flashbacks of a Fool was educated at Bryanston School in Blandford, Dorset?",Emilia Fox," I cannot find this information in the provided context. The context does not mention any cast members of ""Flashbacks of a Fool"" being educated at Bryanston School.",0.5851,False,10.664,2179.044,2189.708,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Which Missing You actor was born August 17 1993?,Yoo Seung-ho," I cannot find this information in the provided context. The context only provides details about Yoon Eun-hye, Park Yoo-chun, and Yoo Seung-ho who are the actors from the series ""Missing You"". No information about their birthdates is given, let alone August 17, 1993.",0.7285,False,47.111,3319.521,3366.632,,hotpotqa,mistral,7.967,134.013
crag,Which Missing You actor was born August 17 1993?,Yoo Seung-ho," I cannot find this information in the provided context. The context does not specify the birthdates of any of the actors in ""Missing You.""",0.6674,False,27.488,1284.138,1311.626,,hotpotqa,mistral,7.967,134.013
