condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
crag,What year did the director of The Quiet American die?,1993," I cannot find this information in the provided context. The context only mentions directors for the films ""The Quiet American"" in 1958 and 2002, but not the one from April 29, 1986 – October 14, 2016, which is a racehorse.",0.4933,True,44.924,3220.416,3265.34,,hotpotqa,mistral,7.967,134.013
raptor_2l,What year did the director of The Quiet American die?,1993," I cannot find information about the death of any director related to ""The Quiet American"" in the provided context.",0.4788,True,10.171,1624.457,1634.628,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Blue Dwarf is what type of online text-based role-playing game?,play-by-post role-playing game, Blue Dwarf is a play-by-post role-playing game.,0.8364,False,32.069,1101.023,1133.092,,hotpotqa,mistral,7.967,134.013
crag,Blue Dwarf is what type of online text-based role-playing game?,play-by-post role-playing game, Blue Dwarf is a play-by-post role-playing game.,0.8364,False,54.041,958.557,1012.598,,hotpotqa,mistral,7.967,134.013
raptor_2l,Blue Dwarf is what type of online text-based role-playing game?,play-by-post role-playing game," Blue Dwarf is an unofficial Play-by-post role-playing game, according to the provided context.",0.7149,False,11.205,1723.784,1734.989,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Who was the boyfriend of Thelma Lou in the series with Jim Nabors?,Barney Fife," I cannot find this information in the provided context as it does not mention any connection between Thelma Lou and the ""The Jim Nabors Hour.""",0.2773,True,53.381,1576.473,1629.854,,hotpotqa,mistral,7.967,134.013
crag,Who was the boyfriend of Thelma Lou in the series with Jim Nabors?,Barney Fife, I cannot find this information in the provided context. The context does not mention any character named Jim Nabors or a relationship between him and Thelma Lou.,0.6766,False,41.246,1566.599,1607.845,,hotpotqa,mistral,7.967,134.013
raptor_2l,Who was the boyfriend of Thelma Lou in the series with Jim Nabors?,Barney Fife," I cannot find this information in the provided context. The context does not mention any character named Jim Nabors or a connection between him and Thelma Lou from ""The Andy Griffith Show.""",0.6739,False,11.283,2263.426,2274.709,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What was the sequel of the game that e was published by U.S. Gold in 1992?,Fade to Black," I cannot find information about a game published by U.S. Gold in 1992 and its sequel, as per the provided context. The context only mentions games published up until 1996 when U.S. Gold was acquired by Eidos Interactive.",0.6931,False,35.649,2982.1,3017.748,,hotpotqa,mistral,7.967,134.013
crag,What was the sequel of the game that e was published by U.S. Gold in 1992?,Fade to Black," I cannot find information about a game sequel published by U.S. Gold in 1992 in the provided context. The context only mentions ""Strider II"" (released as Journey from Darkness: Strider Returns) and another Masters of the Universe video game, but no specific year is given for the latter.",0.6353,False,49.836,3170.916,3220.751,,hotpotqa,mistral,7.967,134.013
raptor_2l,What was the sequel of the game that e was published by U.S. Gold in 1992?,Fade to Black," The context does not provide information about a game published by U.S. Gold in 1992 and its sequel. However, it mentions ""Strider II"" (released as ""Journey from Darkness: Strider Returns"") which was published by U.S. Gold in 1990. Therefore, I cannot find the information about a game published by U.S. Gold in 1992 and its sequel in the provided context.",0.7317,False,11.169,5189.202,5200.372,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Private Music signed the drummer who was part of which English group?,Beatles," I cannot find this information in the provided context. The context only mentions that Private Music signed musicians such as Yanni, Suzanne Ciani, Andy Summers, Patrick O'Hearn, Leo Kottke, Taj Mahal, Ringo Starr, Etta James, and A. J. Croce, but does not mention any English rock group or drummer from one.",0.6253,False,57.865,3945.97,4003.834,,hotpotqa,mistral,7.967,134.013
crag,Private Music signed the drummer who was part of which English group?,Beatles, I cannot find this information in the provided context. The context does not mention any drummer from an English group that was signed by Private Music.,0.7304,False,32.72,1329.454,1362.174,,hotpotqa,mistral,7.967,134.013
raptor_2l,Private Music signed the drummer who was part of which English group?,Beatles, I cannot find this information in the provided context. The context does not mention any English group that Private Music signed a drummer from.,0.7318,False,10.811,2221.458,2232.269,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?","June 22, 1953"," I cannot find this information in the provided context as it does not mention any American singer, songwriter, actress, and LGBT rights activist.",0.5044,False,61.788,1753.789,1815.577,,hotpotqa,mistral,7.967,134.013
crag,"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?","June 22, 1953"," I cannot find this information in the provided context as it pertains to Linda Maria Ronstadt. However, the person you're referring to seems to be Patti LuPone, who was born on April 21, 1949, according to your question.",0.7325,False,43.716,2626.914,2670.63,,hotpotqa,mistral,7.967,134.013
raptor_2l,"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?","June 22, 1953"," Linda Maria Ronstadt was born on July 15, 1946, according to the provided context.",0.5358,False,10.698,1777.304,1788.002,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What position did the winner of the MVP in Pool C of the 2017 WBC play?,third baseman," The provided context does not specify the position that Manny Machado, the MVP of Pool C of the 2017 World Baseball Classic, plays.",0.4829,True,65.246,1985.909,2051.155,,hotpotqa,mistral,7.967,134.013
crag,What position did the winner of the MVP in Pool C of the 2017 WBC play?,third baseman," The context does not specify the position that Manny Machado plays. However, it is known that he played for the Dominican Republic team in the 2017 World Baseball Classic.",0.8115,False,34.197,1786.097,1820.294,,hotpotqa,mistral,7.967,134.013
raptor_2l,What position did the winner of the MVP in Pool C of the 2017 WBC play?,third baseman," The provided context does not specify the position that Manny Machado, the winner of the MVP in Pool C of the 2017 World Baseball Classic, played.",0.6569,False,10.176,2269.797,2279.973,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Kadeem Jack is a player in a league that started with how many teams?,eight," I cannot find this information in the provided context about Kadeem Jack's league. The context only mentions his involvement in college basketball for Rutgers and his professional career in the NBA G League, but it does not provide details about the number of teams in any specific league he has been a part of.",0.507,False,54.309,2894.188,2948.498,,hotpotqa,mistral,7.967,134.013
crag,Kadeem Jack is a player in a league that started with how many teams?,eight," I cannot find this information in the provided context. The context only mentions that Kadeem Jack plays for the Sioux Falls Skyforce of the NBA G League, but it does not specify the number of teams in the league.",0.5021,False,27.765,2047.117,2074.882,,hotpotqa,mistral,7.967,134.013
raptor_2l,Kadeem Jack is a player in a league that started with how many teams?,eight, I cannot find this information in the provided context. The context does not mention any details about the number of teams in the league Kadeem Jack plays for.,0.7196,False,10.363,2028.591,2038.955,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Suzanne Simone Baptiste Louverture is the wife of the leader of which revolution?,the Haitian Revolution," I cannot find this information in the provided context as it does not mention any revolution led by Toussaint Louverture. However, it's important to note that Toussaint Louverture was a key figure in the Haitian Revolution (1791-1804).",0.4974,True,34.56,3041.072,3075.632,,hotpotqa,mistral,7.967,134.013
crag,Suzanne Simone Baptiste Louverture is the wife of the leader of which revolution?,the Haitian Revolution," The context does not provide information about Suzanne Simone Baptiste Louverture's husband being a leader of a specific revolution. However, it is known that her husband Toussaint Louverture was a significant figure in the Haitian Revolution.",0.5768,False,38.87,2316.673,2355.543,,hotpotqa,mistral,7.967,134.013
raptor_2l,Suzanne Simone Baptiste Louverture is the wife of the leader of which revolution?,the Haitian Revolution," I cannot find this information in the provided context. The context does not provide any details about a revolution led by Suzanne Simone Baptiste Louverture's husband, Toussaint Louverture.",0.5983,False,10.465,2527.532,2537.997,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?","September 8, 2017"," The album that includes the song ""Small Town Boy"" by Dustin Lynch, which was released to country radio on February 17, 2017, is his third studio album titled ""Current Mood"". According to the provided context, this album was released on September 8, 2017.",0.8673,False,34.629,3279.979,3314.608,,hotpotqa,mistral,7.967,134.013
crag,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?","September 8, 2017"," The album that includes the song ""Small Town Boy"" and was released to country radio on February 17, 2017 is ""Current Mood"". This information can be inferred from the provided context.",0.8207,False,51.33,2145.927,2197.257,,hotpotqa,mistral,7.967,134.013
raptor_2l,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?","September 8, 2017"," I cannot find this information in the provided context. The context does not mention any album release date for a song by Dustin Lynch that was released to country radio on February 17, 2017.",0.7162,False,10.93,2945.72,2956.65,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Len Wiseman directed ""Live Free or Die Hard"" which is the 4 installment in the Die Hard film franchise base on what character?",John McClane," John McClane, as he is the character portrayed by Bruce Willis in the film ""Live Free or Die Hard"", which was directed by Len Wiseman.",0.7121,False,51.595,1689.192,1740.787,,hotpotqa,mistral,7.967,134.013
crag,"Len Wiseman directed ""Live Free or Die Hard"" which is the 4 installment in the Die Hard film franchise base on what character?",John McClane," John McClane, as he is the character starring in the film ""Live Free or Die Hard"".",0.8625,False,50.126,1167.549,1217.675,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Len Wiseman directed ""Live Free or Die Hard"" which is the 4 installment in the Die Hard film franchise base on what character?",John McClane, John McClane,0.3826,True,10.642,844.745,855.387,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Where was the second World Junior Ice Hockey Championship in which Miroslav Přerost coached the men's national junior ice hockey team hosted?,"Ufa, Russia"," I cannot find this information in the provided context as it does not specify the location of the 2013 IIHF World U20 Championship, only that it was hosted in Ufa, Russia. However, since Miroslav Přerost coached the men's national junior ice hockey team at the 2013 tournament, it can be inferred that he coached the team in Ufa, Russia.",0.7151,False,32.2,4174.171,4206.371,,hotpotqa,mistral,7.967,134.013
crag,Where was the second World Junior Ice Hockey Championship in which Miroslav Přerost coached the men's national junior ice hockey team hosted?,"Ufa, Russia"," I cannot find this information in the provided context. The context only mentions that Miroslav Přerost coached the Czech Republic men's national junior ice hockey team at the 2012, 2013, and the 2014 World Junior Ice Hockey Championships, but it does not specify the location for any of these tournaments.",0.4847,True,47.081,3546.432,3593.513,,hotpotqa,mistral,7.967,134.013
raptor_2l,Where was the second World Junior Ice Hockey Championship in which Miroslav Přerost coached the men's national junior ice hockey team hosted?,"Ufa, Russia"," I cannot find this information in the provided context. The context only mentions that Miroslav Přerost coached the Czech Republic men's national junior ice hockey team at the 2012, 2013, and the 2014 World Junior Ice Hockey Championships, but it does not specify where these championships were hosted.",0.504,False,10.497,4016.922,4027.419,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia," Crocosmia, as it is native to the grasslands of southern and eastern Africa, ranging from South Africa to Sudan.",0.5163,False,31.558,1478.389,1509.947,,hotpotqa,mistral,7.967,134.013
crag,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia," Crocosmia, as it is native to southern Africa.",0.5807,False,47.9,899.919,947.819,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia," Crocosmia, as it is native to the grasslands of southern and eastern Africa, ranging from South Africa to Sudan. Cimicifuga, on the other hand, is native to temperate regions of the Northern Hemisphere.",0.5384,False,11.401,2805.637,2817.038,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Which South African anti-apartheid archbishop was part of the actions against the ruling National Party government?,Desmond Mpilo Tutu, Desmond Tutu was part of the actions against the ruling National Party government.,0.6962,False,59.797,1227.688,1287.484,,hotpotqa,mistral,7.967,134.013
crag,Which South African anti-apartheid archbishop was part of the actions against the ruling National Party government?,Desmond Mpilo Tutu, Desmond Tutu,0.7649,False,51.374,587.716,639.09,,hotpotqa,mistral,7.967,134.013
raptor_2l,Which South African anti-apartheid archbishop was part of the actions against the ruling National Party government?,Desmond Mpilo Tutu, Desmond Tutu,0.7649,False,11.228,916.806,928.034,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Baadshah is an Indian action comedy film that was inspired by what Hong Kong action movie starring Jackie Chan and Richard Norton?,Mr. Nice Guy, I cannot find this information in the provided context. The context does not mention any Hong Kong action movie starring Jackie Chan and Richard Norton that could have inspired Baadshah.,0.6525,False,58.457,2075.558,2134.015,,hotpotqa,mistral,7.967,134.013
crag,Baadshah is an Indian action comedy film that was inspired by what Hong Kong action movie starring Jackie Chan and Richard Norton?,Mr. Nice Guy, I cannot find this information in the provided context. The context does not mention any Hong Kong action movie starring Jackie Chan or Richard Norton that could have inspired Baadshah.,0.6578,False,43.391,1867.164,1910.555,,hotpotqa,mistral,7.967,134.013
raptor_2l,Baadshah is an Indian action comedy film that was inspired by what Hong Kong action movie starring Jackie Chan and Richard Norton?,Mr. Nice Guy, I cannot find this information in the provided context. The context does not mention any Hong Kong action movie starring Jackie Chan and Richard Norton that could have inspired Baadshah.,0.6525,False,10.468,2399.151,2409.618,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Who played the female lead in a 2007 Indian Telugu film that was an unofficial copy of a remake of Lina Wertmuller's 1974 film?,Neha Sharma, I cannot find this information in the provided context. The context does not mention any 2007 Indian Telugu film that is an unofficial copy of a remake of Lina Wertmuller's 1974 film.,0.6781,False,44.08,2969.426,3013.506,,hotpotqa,mistral,7.967,134.013
crag,Who played the female lead in a 2007 Indian Telugu film that was an unofficial copy of a remake of Lina Wertmuller's 1974 film?,Neha Sharma, I cannot find this information in the provided context. The context does not mention any 2007 Indian Telugu film that is an unofficial copy of a remake of Lina Wertmuller's 1974 film.,0.6781,False,69.946,2755.087,2825.033,,hotpotqa,mistral,7.967,134.013
raptor_2l,Who played the female lead in a 2007 Indian Telugu film that was an unofficial copy of a remake of Lina Wertmuller's 1974 film?,Neha Sharma, I cannot find this information in the provided context. The context does not mention any Indian Telugu films that are unofficial copies or remakes of Lina Wertmuller's 1974 film.,0.7375,False,10.83,3063.915,3074.745,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"American singer-songwriter, Taylor Swift, self-penned the song, Change, alongside Nathan Chapman, which was featured on her second studio album released by who?",Big Machine Records, Big Machine Records,0.5024,False,39.408,823.042,862.45,,hotpotqa,mistral,7.967,134.013
crag,"American singer-songwriter, Taylor Swift, self-penned the song, Change, alongside Nathan Chapman, which was featured on her second studio album released by who?",Big Machine Records," Fearless, released in November 2008.",0.6641,False,64.175,886.307,950.482,,hotpotqa,mistral,7.967,134.013
raptor_2l,"American singer-songwriter, Taylor Swift, self-penned the song, Change, alongside Nathan Chapman, which was featured on her second studio album released by who?",Big Machine Records, Big Machine Records,0.5024,False,10.949,1272.225,1283.174,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What was the largest passenger capacity of the plane type used for BOAC Flight 911 ?,219," I cannot find this information in the provided context regarding the passenger capacity of the Boeing 707-436 used for BOAC Flight 911. The context only provides details about the flight, its crew, and the crash, but not the specific seating capacity of the aircraft model.",0.5779,False,32.911,3048.022,3080.933,,hotpotqa,mistral,7.967,134.013
crag,What was the largest passenger capacity of the plane type used for BOAC Flight 911 ?,219, I cannot find the information about the passenger capacity of the Boeing 707-436 aircraft used in BOAC Flight 911 in the provided context.,0.6601,False,48.787,1859.005,1907.792,,hotpotqa,mistral,7.967,134.013
raptor_2l,What was the largest passenger capacity of the plane type used for BOAC Flight 911 ?,219, I cannot find this information in the provided context. The context does not specify the exact passenger capacity of the Boeing 707-436 aircraft used for BOAC Flight 911.,0.742,False,10.604,2707.034,2717.638,,hotpotqa,mistral,7.967,134.013
hcpc_v2,which Soviet Russian cellist.did Anton Ginsburg work best known as accompany ,Daniil Shafran, Daniil Shafran,0.5193,False,42.017,801.042,843.058,,hotpotqa,mistral,7.967,134.013
crag,which Soviet Russian cellist.did Anton Ginsburg work best known as accompany ,Daniil Shafran, Daniil Borisovich Shafran,0.5548,False,49.793,791.736,841.529,,hotpotqa,mistral,7.967,134.013
raptor_2l,which Soviet Russian cellist.did Anton Ginsburg work best known as accompany ,Daniil Shafran," I cannot find information about Anton Ginsburg working with a Soviet Russian cellist in the provided context. The context only mentions his work as an accompanist with Daniil Shafran, but no other cellists are mentioned.",0.7915,False,11.245,2936.258,2947.502,,hotpotqa,mistral,7.967,134.013
hcpc_v2,MacBook offers what brand-type of displays that are higher-resolution than other portable computers?,Retina, The MacBook offers high-resolution Retina Displays.,0.7329,False,36.023,1062.892,1098.915,,hotpotqa,mistral,7.967,134.013
crag,MacBook offers what brand-type of displays that are higher-resolution than other portable computers?,Retina, The MacBook offers high-resolution Retina Displays.,0.7329,False,51.691,997.385,1049.076,,hotpotqa,mistral,7.967,134.013
raptor_2l,MacBook offers what brand-type of displays that are higher-resolution than other portable computers?,Retina," The MacBook offers high-resolution Retina Displays, according to the provided context.",0.7765,False,10.376,1559.117,1569.493,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,Chelsea Does," I cannot find any information about Chelsea Handler appearing on another show besides The Chelsea Handler Show and Chelsea Lately in the provided context, and neither of those shows are mentioned to have aired in January of 2016.",0.422,True,31.486,2369.647,2401.133,,hotpotqa,mistral,7.967,134.013
crag,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,Chelsea Does," I cannot find any information about a show that Chelsea Handler appeared on in January of 2016, as per the provided context. The context only mentions ""The Chelsea Handler Show,"" ""Chelsea Lately,"" and ""Hello Ross,"" but none of these shows are mentioned to have been aired in January of 2016.",0.3885,True,48.018,3302.477,3350.495,,hotpotqa,mistral,7.967,134.013
raptor_2l,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,Chelsea Does," I cannot find information about a show called ""Hello Ross"" or when Chelsea Handler appeared on it in the provided context. Therefore, I cannot determine which show she appeared on in January of 2016.",0.702,False,12.511,2507.458,2519.969,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",Benny Andersson," Based on the provided context, I cannot find the birthdate for the writer(s) of the song ""Money, Money, Money"". The context only mentions that the song was written by Benny Andersson and Björn Ulvaeus. However, further research would reveal that Benny Andersson was born on 16 December 1946.",0.755,False,37.647,3718.231,3755.878,,hotpotqa,mistral,7.967,134.013
crag,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",Benny Andersson," I cannot find this information in the provided context. The context does not specify the birthdate of either Benny Andersson or Björn Ulvaeus, the writers of ""Money, Money, Money"".",0.7547,False,54.39,2234.324,2288.714,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",Benny Andersson," Björn Ulvaeus, who co-wrote ""Money, Money, Money"" with Benny Andersson, was born on 16 April 1945, not 16 December 1946. The provided context does not contain information about the birthdate of Benny Andersson.",0.8181,False,11.312,3854.849,3866.161,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet," Sacred Planet was released first, as it was released on April 22, 2004, while Oz the Great and Powerful was released in 2013.",0.4659,True,62.814,2272.797,2335.611,,hotpotqa,mistral,7.967,134.013
crag,Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet," Sacred Planet was released first. The context states that it was released in 2004, while Oz the Great and Powerful was released in 2013.",0.7994,False,44.461,1878.737,1923.198,,hotpotqa,mistral,7.967,134.013
raptor_2l,Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet," The film ""Sacred Planet"" was released first, as it was released in 2004, while ""Oz the Great and Powerful"" was released in 2013.",0.4401,True,10.905,2635.076,2645.981,,hotpotqa,mistral,7.967,134.013
hcpc_v2, Mount Stimson is the second highest peak in national park that encompasses how many acres?,over 1 million, I cannot find this information in the provided context. The context does not mention the number of acres for the national park where Mount Stimson is located.,0.725,False,60.281,1767.653,1827.934,,hotpotqa,mistral,7.967,134.013
crag, Mount Stimson is the second highest peak in national park that encompasses how many acres?,over 1 million, I cannot find this information in the provided context. The context does not provide details about the number of acres in Glacier National Park where Mount Stimson is located.,0.6469,False,52.221,1784.761,1836.982,,hotpotqa,mistral,7.967,134.013
raptor_2l, Mount Stimson is the second highest peak in national park that encompasses how many acres?,over 1 million," I cannot find this information in the provided context. The context does not mention the area of Glacier National Park, where Mount Stimson is located.",0.6608,False,11.299,1998.733,2010.032,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?",1919, I cannot find information about which club Adam Johnson also played besides Middlesbrough and Watford in the provided context.,0.7016,False,53.226,1375.532,1428.759,,hotpotqa,mistral,7.967,134.013
crag,"When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?",1919," I cannot find information in the provided context about the formation of any other club besides Middlesbrough that Adam Johnson played for. The context only mentions Leeds United and Watford as clubs where he spent time on loan, but it does not specify when these clubs were formed.",0.5513,False,33.287,2505.127,2538.414,,hotpotqa,mistral,7.967,134.013
raptor_2l,"When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?",1919," I cannot find information about the formation of the club that Adam Johnson also played for, other than it being a part of the Middlesbrough youth academy. The context does not provide details about any other clubs he might have played for.",0.7026,False,10.882,2771.253,2782.135,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Which of the two came out first, The Wind in the Willows or The Bears and I?",The Wind in the Willows, The Wind in the Willows came out first.,0.8589,False,33.946,767.612,801.558,,hotpotqa,mistral,7.967,134.013
crag,"Which of the two came out first, The Wind in the Willows or The Bears and I?",The Wind in the Willows, The Wind in the Willows came out first.,0.8589,False,48.347,710.839,759.187,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Which of the two came out first, The Wind in the Willows or The Bears and I?",The Wind in the Willows, I cannot find this information in the provided context as neither The Wind in the Willows nor The Bears and I are mentioned together in the context.,0.4059,True,10.902,2124.286,2135.188,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"What Cason, CA soccer team features the son of Roy Lassiter?",LA Galaxy," I cannot find this information in the provided context as there is no mention of any soccer team from Cason, CA or a son of Roy Lassiter playing for such a team.",0.5787,False,51.737,1800.047,1851.784,,hotpotqa,mistral,7.967,134.013
crag,"What Cason, CA soccer team features the son of Roy Lassiter?",LA Galaxy, I cannot find this information in the provided context. The context does not mention any specific soccer team that features the son of Roy Lassiter.,0.7553,False,31.284,1276.29,1307.574,,hotpotqa,mistral,7.967,134.013
raptor_2l,"What Cason, CA soccer team features the son of Roy Lassiter?",LA Galaxy," I cannot find this information in the provided context as there is no mention of a soccer team from Cason, CA or any connection to Roy Lassiter's son playing for such a team.",0.4998,True,10.394,2324.992,2335.386,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,fifty-word," The provided context states that the Lithuanian National Anthem, ""Tautiška giesmė"", written by Vincas Kudirka, has fifty words.",0.5134,False,62.985,2314.858,2377.843,,hotpotqa,mistral,7.967,134.013
crag,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,fifty-word," The national anthem of Lithuania, written by Vincas Kudirka, has fifty words.",0.7497,False,47.237,1437.966,1485.203,,hotpotqa,mistral,7.967,134.013
raptor_2l,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,fifty-word," The national anthem of Lithuania, written by Vincas Kudirka, has fifty words.",0.7497,False,10.983,2010.84,2021.823,,hotpotqa,mistral,7.967,134.013
hcpc_v2,From where was the award which has Matt James as a winner in 2012 has its name derived? ,EN World web site," I cannot find this information in the provided context. The context does not mention the award that Matt James won in 2012 by name, nor does it provide any details about the nature of the award or where its name is derived from.",0.6786,False,60.773,2558.488,2619.261,,hotpotqa,mistral,7.967,134.013
crag,From where was the award which has Matt James as a winner in 2012 has its name derived? ,EN World web site, I cannot find this information in the provided context. The context does not specify the name of the award that Matt James won in 2012.,0.6584,False,35.658,1400.943,1436.601,,hotpotqa,mistral,7.967,134.013
raptor_2l,From where was the award which has Matt James as a winner in 2012 has its name derived? ,EN World web site, I cannot find information in the provided context about the name of the award that Matt James won in 2012.,0.5562,False,11.172,1793.69,1804.862,,hotpotqa,mistral,7.967,134.013
hcpc_v2,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,seven, I cannot find this information in the provided context. The context does not specify the number of players in the team that Stephen Curry joined in the 2015-2016 NBA season.,0.6773,False,61.981,2435.561,2497.541,,hotpotqa,mistral,7.967,134.013
crag,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,seven," I cannot find this information in the provided context. The context only details that Stephen Curry plays for the Golden State Warriors, but it does not specify the number of players on the team during the 2015-2016 NBA season.",0.5527,False,45.439,2516.603,2562.042,,hotpotqa,mistral,7.967,134.013
raptor_2l,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,seven, I cannot find information about the number of players in the club that Stephen Curry joined in the 2015-2016 NBA season in the provided context.,0.6211,False,11.035,2460.949,2471.985,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer","Miles Fitzalan-Howard, 17th Duke of Norfolk"," Miles Francis Stapleton Fitzalan-Howard, 17th Duke of Norfolk",0.4129,True,37.819,1336.999,1374.818,,hotpotqa,mistral,7.967,134.013
crag,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer","Miles Fitzalan-Howard, 17th Duke of Norfolk"," Miles Francis Stapleton Fitzalan-Howard, 17th Duke of Norfolk",0.4129,True,51.43,1095.452,1146.882,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer","Miles Fitzalan-Howard, 17th Duke of Norfolk"," Miles Francis Stapleton Fitzalan-Howard, 17th Duke of Norfolk",0.4129,True,11.333,1715.925,1727.258,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Where Ken Kwapis and John Woo both working on films in the 1980's?,yes, I cannot find information in the provided context that indicates Ken Kwapis and John Woo were both working on films in the 1980s.,0.5671,False,62.838,1973.468,2036.306,,hotpotqa,mistral,7.967,134.013
crag,Where Ken Kwapis and John Woo both working on films in the 1980's?,yes, I cannot find this information in the provided context. The context does not mention John Woo or any of his works from the 1980s.,0.702,False,25.191,1596.969,1622.16,,hotpotqa,mistral,7.967,134.013
raptor_2l,Where Ken Kwapis and John Woo both working on films in the 1980's?,yes, I cannot find this information in the provided context. The context does not mention any collaboration between Ken Kwapis and John Woo during the 1980s.,0.5459,False,10.043,2040.374,2050.417,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Are Tantrix and Personal Preference both types of games?,yes," No, according to the provided context, Tantrix is a hexagonal tile-based abstract game, while Personal Preference is a board game that involves guessing preferences for various items.",0.6272,False,57.0,2024.368,2081.368,,hotpotqa,mistral,7.967,134.013
crag,Are Tantrix and Personal Preference both types of games?,yes," Yes, according to the provided context, both Tantrix and Personal Preference are types of games. However, they are different games, with Tantrix being a hexagonal tile-based abstract game invented by Mike McManaway, and Personal Preference being a board game created by Donal Carlston that involves guessing preferences for various items.",0.6297,False,37.758,3120.022,3157.779,,hotpotqa,mistral,7.967,134.013
raptor_2l,Are Tantrix and Personal Preference both types of games?,yes," Yes, according to the provided context, both Tantrix and Personal Preference are types of games.",0.6969,False,10.76,1579.725,1590.484,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,George Bernard Shaw," Based solely on the provided context, it is not possible to definitively determine which between Jean-Paul Sartre and George Bernard Shaw had a greater influence on turn-of-the-century literature. The context only provides information about their individual contributions to literature but does not compare them in terms of influence during a specific time period.",0.5295,False,30.983,3232.333,3263.316,,hotpotqa,mistral,7.967,134.013
crag,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,George Bernard Shaw," I cannot find this information in the provided context as it does not compare the influence of Jean-Paul Sartre and George Bernard Shaw on turn of the century literature. However, it is known that both had significant influence on their respective fields during the 20th century.",0.6535,False,48.132,2691.292,2739.424,,hotpotqa,mistral,7.967,134.013
