pair_id,dataset,query_index,question,ground_truth,model,backend,seed,set_type,passage_idxs,mean_query_sim,ccs,sim_gap,ccs_gap,overlap,answer,faithfulness_score,is_hallucination,nli_label,latency_s,error,context_passages_json
fix01_30360fe55536,squad,1871,What is the concrete choice typically assumed by most complexity-theoretic theorems?,input encoding,,,42,high_ccs,"[4, 5, 10]",0.561622,0.781652,0.004149,0.510802,1,,,,,,not_generated_construct_only,"[""Computational complexity theory is a branch of the theory of computation in theoretical computer science that focuses on classifying computational problems according to their inherent difficulty, and relating those classes to each other. A computational problem is understood to be a task that is in principle amenable to being solved by a computer, which is equivalent to stating that the problem may be solved by mechanical application of mathematical steps, such as an algorithm."", ""Closely related fields in theoretical computer science are analysis of algorithms and computability theory. A key distinction between analysis of algorithms and computational complexity theory is that the former is devoted to analyzing the amount of resources needed by a particular algorithm to solve a problem, whereas the latter asks a more general question about all possible algorithms that could be used to solve the same problem. More precisely, it tries to classify problems that can or cannot be solved with appropriately restricted resources. In turn, imposing restrictions on the available resources is what distinguishes computational complexity from computability theory: the latter theory asks what kind of problems can, in principle, be solved algorithmically."", ""A problem is regarded as inherently difficult if its solution requires significant resources, whatever the algorithm used. The theory formalizes this intuition, by introducing mathematical models of computation to study these problems and quantifying the amount of resources needed to solve them, such as time and storage. Other complexity measures are also used, such as the amount of communication (used in communication complexity), the number of gates in a circuit (used in circuit complexity) and the number of processors (used in parallel computing). One of the roles of computational complexity theory is to determine the practical limits on what computers can and cannot do.""]"
fix01_30360fe55536,squad,1871,What is the concrete choice typically assumed by most complexity-theoretic theorems?,input encoding,,,42,low_ccs,"[1, 10, 14]",0.56577,0.270849,0.004149,0.510802,1,,,,,,not_generated_construct_only,"[""The time and space hierarchy theorems form the basis for most separation results of complexity classes. For instance, the time hierarchy theorem tells us that P is strictly contained in EXPTIME, and the space hierarchy theorem tells us that L is strictly contained in PSPACE."", ""A problem is regarded as inherently difficult if its solution requires significant resources, whatever the algorithm used. The theory formalizes this intuition, by introducing mathematical models of computation to study these problems and quantifying the amount of resources needed to solve them, such as time and storage. Other complexity measures are also used, such as the amount of communication (used in communication complexity), the number of gates in a circuit (used in circuit complexity) and the number of processors (used in parallel computing). One of the roles of computational complexity theory is to determine the practical limits on what computers can and cannot do."", ""To measure the difficulty of solving a computational problem, one may wish to see how much time the best algorithm requires to solve the problem. However, the running time may, in general, depend on the instance. In particular, larger instances will require more time to solve. Thus the time required to solve a problem (or the space required, or any measure of complexity) is calculated as a function of the size of the instance. This is usually taken to be the size of the input in bits. Complexity theory is interested in how algorithms scale with an increase in the input size. For instance, in the problem of finding whether a graph is connected, how much more time does it take to solve a problem for a graph with 2n vertices compared to the time taken for a graph with n vertices?""]"
fix01_ca56dd58f99a,squad,1724,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable?,an increase in the input size,,,42,high_ccs,"[9, 13, 16]",0.486633,0.668281,0.002781,0.364503,0,,,,,,not_generated_construct_only,"[""Many important complexity classes can be defined by bounding the time or space used by the algorithm. Some important complexity classes of decision problems defined in this manner are the following:"", ""For a precise definition of what it means to solve a problem using a given amount of time and space, a computational model such as the deterministic Turing machine is used. The time required by a deterministic Turing machine M on input x is the total number of state transitions, or steps, the machine makes before it halts and outputs the answer (\""yes\"" or \""no\""). A Turing machine M is said to operate within time f(n), if the time required by M on each input of length n is at most f(n). A decision problem A can be solved in time f(n) if there exists a Turing machine operating in time f(n) that solves the problem. Since complexity theory is interested in classifying problems based on their difficulty, one defines sets of problems based on some criteria. For instance, the set of problems solvable within time f(n) on a deterministic Turing machine is then denoted by DTIME(f(n))."", ""But bounding the computation time above by some concrete function f(n) often yields complexity classes that depend on the chosen machine model. For instance, the language {xx | x is any binary string} can be solved in linear time on a multi-tape Turing machine, but necessarily requires quadratic time in the model of single-tape Turing machines. If we allow polynomial variations in running time, Cobham-Edmonds thesis states that \""the time complexities in any two reasonable and general models of computation are polynomially related\"" (Goldreich 2008, Chapter 1.2). This forms the basis for the complexity class P, which is the set of decision problems solvable by a deterministic Turing machine within polynomial time. The corresponding set of function problems is FP.""]"
fix01_ca56dd58f99a,squad,1724,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable?,an increase in the input size,,,42,low_ccs,"[10, 12, 15]",0.489414,0.303778,0.002781,0.364503,0,,,,,,not_generated_construct_only,"[""The best, worst and average case complexity refer to three different ways of measuring the time complexity (or any other complexity measure) of different inputs of the same size. Since some inputs of size n may be faster to solve than others, we define the following complexities:"", ""To classify the computation time (or similar resources, such as space consumption), one is interested in proving upper and lower bounds on the minimum amount of time required by the most efficient algorithm solving a given problem. The complexity of an algorithm is usually taken to be its worst-case complexity, unless specified otherwise. Analyzing a particular algorithm falls under the field of analysis of algorithms. To show an upper bound T(n) on the time complexity of a problem, one needs to show only that there is a particular algorithm with running time at most T(n). However, proving lower bounds is much more difficult, since lower bounds make a statement about all possible algorithms that solve a given problem. The phrase \""all possible algorithms\"" includes not just the algorithms known today, but any algorithm that might be discovered in the future. To show a lower bound of T(n) for a problem requires showing that no algorithm can have time complexity lower than T(n)."", ""A computational problem can be viewed as an infinite collection of instances together with a solution for every instance. The input string for a computational problem is referred to as a problem instance, and should not be confused with the problem itself. In computational complexity theory, a problem refers to the abstract question to be solved. In contrast, an instance of this problem is a rather concrete utterance, which can serve as the input for a decision problem. For example, consider the problem of primality testing. The instance is a number (e.g. 15) and the solution is \""yes\"" if the number is prime and \""no\"" otherwise (in this case \""no\""). Stated another way, the instance is a particular input to the problem, and the solution is the output corresponding to the given input.""]"
fix01_eb7c8d237540,squad,2321,Who wrote a resounding letter to the elector praising Luther?,Jerome Schurf,,,42,high_ccs,"[10, 12, 18]",0.510241,0.638473,0.002564,0.396692,0,,,,,,not_generated_construct_only,"[""In the summer of 1521, Luther widened his target from individual pieties like indulgences and pilgrimages to doctrines at the heart of Church practices. In On the Abrogation of the Private Mass, he condemned as idolatry the idea that the mass is a sacrifice, asserting instead that it is a gift, to be received with thanksgiving by the whole congregation. His essay On Confession, Whether the Pope has the Power to Require It rejected compulsory confession and encouraged private confession and absolution, since \""every Christian is a confessor.\"" In November, Luther wrote The Judgement of Martin Luther on Monastic Vows. He assured monks and nuns that they could break their vows without sin, because vows were an illegitimate and vain attempt to win salvation."", ""In response to demands for a German liturgy, Luther wrote a German Mass, which he published in early 1526. He did not intend it as a replacement for his 1523 adaptation of the Latin Mass but as an alternative for the \""simple people\"", a \""public stimulation for people to believe and become Christians.\"" Luther based his order on the Catholic service but omitted \""everything that smacks of sacrifice\""; and the Mass became a celebration where everyone received the wine as well as the bread. He retained the elevation of the host and chalice, while trappings such as the Mass vestments, altar, and candles were made optional, allowing freedom of ceremony. Some reformers, including followers of Huldrych Zwingli, considered Luther's service too papistic; and modern scholars note the conservatism of his alternative to the Catholic mass. Luther's service, however, included congregational singing of hymns and psalms in German, as well as of parts of the liturgy, including Luther's unison setting of the Creed"", ""Martin Luther (/\u02c8lu\u02d0\u03b8\u0259r/ or /\u02c8lu\u02d0\u00f0\u0259r/; German: [\u02c8ma\u0250\u032fti\u02d0n \u02c8l\u028at\u0250] ( listen); 10 November 1483 \u2013 18 February 1546) was a German professor of theology, composer, priest, former monk and a seminal figure in the Protestant Reformation. Luther came to reject several teachings and practices of the Late Medieval Catholic Church. He strongly disputed the claim that freedom from God's punishment for sin could be purchased with money. He proposed an academic discussion of the power and usefulness of indulgences in his Ninety-Five Theses of 1517. His refusal to retract all of his writings at the demand of Pope Leo X in 1520 and the Holy Roman Emperor Charles V at the Diet of Worms in 1521 resulted in his excommunication by the Pope and condemnation as an outlaw by the Emperor.""]"
fix01_eb7c8d237540,squad,2321,Who wrote a resounding letter to the elector praising Luther?,Jerome Schurf,,,42,low_ccs,"[11, 14, 16]",0.507677,0.241781,0.002564,0.396692,0,,,,,,not_generated_construct_only,"[""In this work, one of his most emphatic statements on faith, he argued that every good work designed to attract God's favor is a sin. All humans are sinners by nature, he explained, and God's grace (which cannot be earned) alone can make them just. On 1 August 1521, Luther wrote to Melanchthon on the same theme: \""Be a sinner, and let your sins be strong, but let your trust in Christ be stronger, and rejoice in Christ who is the victor over sin, death, and the world. We will commit sins while we are here, for this life is not a place where justice resides.\"""", ""At the end of this speech, Luther raised his arm \""in the traditional salute of a knight winning a bout.\"" Michael Mullett considers this speech as a \""world classic of epoch-making oratory.\"""", ""From 1510 to 1520, Luther lectured on the Psalms, the books of Hebrews, Romans, and Galatians. As he studied these portions of the Bible, he came to view the use of terms such as penance and righteousness by the Catholic Church in new ways. He became convinced that the church was corrupt in its ways and had lost sight of what he saw as several of the central truths of Christianity. The most important for Luther was the doctrine of justification \u2013 God's act of declaring a sinner righteous \u2013 by faith alone through God's grace. He began to teach that salvation or redemption is a gift of God's grace, attainable only through faith in Jesus as the Messiah. \""This one and firm rock, which we call the doctrine of justification,\"" he wrote, \""is the chief article of the whole Christian doctrine, which comprehends the understanding of all godliness.\""""]"
fix01_309833205de9,squad,1418,"What took place in his lab in 1895, causing him to lose thousands of dollars of data and tools? ",5th Avenue laboratory fire of March 1895,,,42,high_ccs,"[0, 7, 8]",0.407405,0.701827,0.004562,0.41368,1,,,,,,not_generated_construct_only,"[""Starting in 1894, Tesla began investigating what he referred to as radiant energy of \""invisible\"" kinds after he had noticed damaged film in his laboratory in previous experiments (later identified as \""Roentgen rays\"" or \""X-Rays\""). His early experiments were with Crookes tubes, a cold cathode electrical discharge tube. Soon after, much of Tesla's early research\u2014hundreds of invention models, plans, notes, laboratory data, tools, photographs, valued at $50,000\u2014was lost in the 5th Avenue laboratory fire of March 1895. Tesla is quoted by The New York Times as saying, \""I am in too much grief to talk. What can I say?\"" Tesla may have inadvertently captured an X-ray image\u2014predating, by a few weeks, Wilhelm R\u00f6ntgen's December 1895 announcement of the discovery of x-rays\u2014when he tried to photograph Mark Twain illuminated by a Geissler tube, an earlier type of gas discharge tube. The only thing captured in the image was the metal locking screw on the camera lens.:134"", ""In March 1896, after hearing of Wilhelm R\u00f6ntgen's discovery of X-ray and X-ray imaging (radiography), Tesla proceeded to do his own experiments in X-ray imaging, developing a high energy single terminal vacuum tube of his own design that had no target electrode and that worked from the output of the Tesla Coil (the modern term for the phenomenon produced by this device is bremsstrahlung or braking radiation). In his research, Tesla devised several experimental setups to produce X-rays. Tesla held that, with his circuits, the \""instrument will ... enable one to generate Roentgen rays of much greater power than obtainable with ordinary apparatus.\"""", ""In 1937, at a luncheon in his honor concerning the death ray, Tesla stated, \""But it is not an experiment ... I have built, demonstrated and used it. Only a little time will pass before I can give it to the world.\"" His records indicate that the device is based on a narrow stream of small tungsten pellets that are accelerated via high voltage (by means akin to his magnifying transformer).""]"
fix01_309833205de9,squad,1418,"What took place in his lab in 1895, causing him to lose thousands of dollars of data and tools? ",5th Avenue laboratory fire of March 1895,,,42,low_ccs,"[0, 5, 14]",0.411967,0.288147,0.004562,0.41368,1,,,,,,not_generated_construct_only,"[""Starting in 1894, Tesla began investigating what he referred to as radiant energy of \""invisible\"" kinds after he had noticed damaged film in his laboratory in previous experiments (later identified as \""Roentgen rays\"" or \""X-Rays\""). His early experiments were with Crookes tubes, a cold cathode electrical discharge tube. Soon after, much of Tesla's early research\u2014hundreds of invention models, plans, notes, laboratory data, tools, photographs, valued at $50,000\u2014was lost in the 5th Avenue laboratory fire of March 1895. Tesla is quoted by The New York Times as saying, \""I am in too much grief to talk. What can I say?\"" Tesla may have inadvertently captured an X-ray image\u2014predating, by a few weeks, Wilhelm R\u00f6ntgen's December 1895 announcement of the discovery of x-rays\u2014when he tried to photograph Mark Twain illuminated by a Geissler tube, an earlier type of gas discharge tube. The only thing captured in the image was the metal locking screw on the camera lens.:134"", "". The competition resulted in Edison Machine Works pursuing AC development in 1890 and by 1892 Thomas Edison was no longer in control of his own company, which was consolidated into the conglomerate General Electric and converting to an AC delivery system at that point."", ""In the August 1917 edition of the magazine Electrical Experimenter Tesla postulated that electricity could be used to locate submarines via using the reflection of an \""electric ray\"" of \""tremendous frequency,\"" with the signal being viewed on a fluorescent screen (a system that has been noted to have a superficial resemblance to modern radar). Tesla was incorrect in his assumption that high frequency radio waves would penetrate water but \u00c9mile Girardeau, who helped develop France's first radar system in the 1930s, noted in 1953 that Tesla's general speculation that a very strong high frequency signal would be needed was correct stating \""(Tesla) was prophesying or dreaming, since he had at his disposal no means of carrying them out, but one must add that if he was dreaming, at least he was dreaming correctly.\"":266""]"
fix01_4f1e15899ff9,squad,2373,What did Luther write as an outline of the new faith?,two catechisms,,,42,high_ccs,"[1, 5, 8]",0.616895,0.735071,0.014169,0.320666,1,,,,,,not_generated_construct_only,"["". \""That is why faith alone makes someone just and fulfills the law,\"" he wrote. \""Faith is that which brings the Holy Spirit through the merits of Christ.\"" Faith, for Luther, was a gift from God; the experience of being justified by faith was \""as though I had been born again.\"" His entry into Paradise, no less, was a discovery about \""the righteousness of God\"" \u2013 a discovery that \""the just person\"" of whom the Bible speaks (as in Romans 1:17) lives by faith. He explained his concept of \""justification\"" in the Smalcald Articles:"", ""Luther came to understand justification as entirely the work of God. This teaching by Luther was clearly expressed in his 1525 publication On the Bondage of the Will, which was written in response to On Free Will by Desiderius Erasmus (1524). Luther based his position on predestination on St. Paul's epistle to the Ephesians 2:8\u201310. Against the teaching of his day that the righteous acts of believers are performed in cooperation with God, Luther wrote that Christians receive such righteousness entirely from outside themselves; that righteousness not only comes from Christ but actually is the righteousness of Christ, imputed to Christians (rather than infused into them) through faith. \""That is why faith alone makes someone just and fulfills the law,\"" he wrote"", ""From 1510 to 1520, Luther lectured on the Psalms, the books of Hebrews, Romans, and Galatians. As he studied these portions of the Bible, he came to view the use of terms such as penance and righteousness by the Catholic Church in new ways. He became convinced that the church was corrupt in its ways and had lost sight of what he saw as several of the central truths of Christianity. The most important for Luther was the doctrine of justification \u2013 God's act of declaring a sinner righteous \u2013 by faith alone through God's grace. He began to teach that salvation or redemption is a gift of God's grace, attainable only through faith in Jesus as the Messiah. \""This one and firm rock, which we call the doctrine of justification,\"" he wrote, \""is the chief article of the whole Christian doctrine, which comprehends the understanding of all godliness.\""""]"
fix01_4f1e15899ff9,squad,2373,What did Luther write as an outline of the new faith?,two catechisms,,,42,low_ccs,"[3, 5, 10]",0.602726,0.414405,0.014169,0.320666,1,,,,,,not_generated_construct_only,"[""Luther had published his German translation of the New Testament in 1522, and he and his collaborators completed the translation of the Old Testament in 1534, when the whole Bible was published. He continued to work on refining the translation until the end of his life. Others had translated the Bible into German, but Luther tailored his translation to his own doctrine. When he was criticised for inserting the word \""alone\"" after \""faith\"" in Romans 3:28, he replied in part: \""[T]he text itself and the meaning of St. Paul urgently require and demand it. For in that very passage he is dealing with the main point of Christian doctrine, namely, that we are justified by faith in Christ without any works of the Law. ... But when works are so completely cut away \u2013 and that must mean that faith alone justifies \u2013 whoever would speak plainly and clearly about this cutting away of works will have to say, 'Faith alone justifies us, and not works'.\"""", ""Luther came to understand justification as entirely the work of God. This teaching by Luther was clearly expressed in his 1525 publication On the Bondage of the Will, which was written in response to On Free Will by Desiderius Erasmus (1524). Luther based his position on predestination on St. Paul's epistle to the Ephesians 2:8\u201310. Against the teaching of his day that the righteous acts of believers are performed in cooperation with God, Luther wrote that Christians receive such righteousness entirely from outside themselves; that righteousness not only comes from Christ but actually is the righteousness of Christ, imputed to Christians (rather than infused into them) through faith. \""That is why faith alone makes someone just and fulfills the law,\"" he wrote"", ""Luther next set about reversing or modifying the new church practices. By working alongside the authorities to restore public order, he signalled his reinvention as a conservative force within the Reformation. After banishing the Zwickau prophets, he now faced a battle against not only the established Church but also the radical reformers who threatened the new order by fomenting social unrest and violence.""]"
fix01_0ea7842f88d9,squad,930,What kingdom annexed Warsaw in 1796?,Prussia,,,42,high_ccs,"[11, 16, 18]",0.439137,0.674271,0.001594,0.424341,1,,,,,,not_generated_construct_only,"[""After World War II, under a Communist regime set up by the conquering Soviets, the \""Bricks for Warsaw\"" campaign was initiated, and large prefabricated housing projects were erected in Warsaw to address the housing shortage, along with other typical buildings of an Eastern Bloc city, such as the Palace of Culture and Science, a gift from the Soviet Union. The city resumed its role as the capital of Poland and the country's centre of political and economic life. Many of the historic streets, buildings, and churches were restored to their original form. In 1980, Warsaw's historic Old Town was inscribed onto UNESCO's World Heritage list."", ""Warsaw's mixture of architectural styles reflects the turbulent history of the city and country. During the Second World War, Warsaw was razed to the ground by bombing raids and planned destruction. After liberation, rebuilding began as in other cities of the communist-ruled PRL. Most of the historical buildings were thoroughly reconstructed. However, some of the buildings from the 19th century that had been preserved in reasonably reconstructible form were nonetheless eradicated in the 1950s and 1960s (e.g. Leopold Kronenberg Palace). Mass residential blocks were erected, with basic design typical of Eastern bloc countries."", ""Exceptional examples of the bourgeois architecture of the later periods were not restored by the communist authorities after the war (like mentioned Kronenberg Palace and Insurance Company Rosja building) or they were rebuilt in socialist realism style (like Warsaw Philharmony edifice originally inspired by Palais Garnier in Paris). Despite that the Warsaw University of Technology building (1899\u20131902) is the most interesting of the late 19th-century architecture. Some 19th-century buildings in the Praga district (the Vistula\u2019s right bank) have been restored although many have been poorly maintained. Warsaw\u2019s municipal government authorities have decided to rebuild the Saxon Palace and the Br\u00fchl Palace, the most distinctive buildings in prewar Warsaw.""]"
