pair_id,dataset,query_index,question,ground_truth,model,backend,seed,set_type,passage_idxs,mean_query_sim,ccs,sim_gap,ccs_gap,overlap,answer,faithfulness_score,is_hallucination,nli_label,latency_s,error
fix01_dd89736748eb,squad,1690,What field of computer science analyzes all possible algorithms in aggregate to determine the resource requirements needed to solve to a given problem?  ,computational complexity theory,mistral,ollama,42,low_ccs,"[4, 14, 18]",0.417587,0.220523,0.002513,0.444605,0," The field of computer science that analyzes all possible algorithms in aggregate to determine the resource requirements needed to solve a given problem is called Computational Complexity Theory. This field was initiated by systematic studies, as mentioned in the context, with the seminal paper ""On the Computational Complexity of Algorithms"" by Juris Hartmanis and Richard Stearns (1965).",0.7414,False,faithful,12.944,
fix01_37eaaebe5f47,squad,1945,What does co-teaching get the students to focus on?,learning,mistral,ollama,42,high_ccs,"[7, 12, 16]",0.43917,0.788021,0.004418,0.631842,1," The provided context does not mention ""co-teaching"" specifically, so I cannot find this information in the provided context.",0.4544,True,hallucinated,9.145,
fix01_37eaaebe5f47,squad,1945,What does co-teaching get the students to focus on?,learning,mistral,ollama,42,low_ccs,"[1, 16, 18]",0.434752,0.156179,0.004418,0.631842,1," I cannot find information about co-teaching in the provided context. The discussion revolves around teacher enthusiasm, its impact on student motivation, and an alternative approach for primary education called a ""platoon"" system. There is no mention of co-teaching.",0.5837,False,faithful,9.927,
fix01_9a7ed2b2e654,squad,1162,What is the most important type of Norman art preserved in churches?,mosaics,mistral,ollama,42,high_ccs,"[6, 9, 14]",0.403065,0.711246,0.013533,0.785681,1," The context does not provide specific information about the most important type of Norman art preserved in churches. However, it mentions that the Normans are noted for their unique Romanesque architecture, suggesting that this style might be significant in Norman church art.",0.6577,False,faithful,11.871,
fix01_9a7ed2b2e654,squad,1162,What is the most important type of Norman art preserved in churches?,mosaics,mistral,ollama,42,low_ccs,"[6, 8, 13]",0.416597,-0.074435,0.013533,0.785681,1," The provided context does not specify the most important type of Norman art preserved in churches, as it primarily focuses on the political, military, and cultural impact of the Normans, their language, and their religious zeal exhibited in wars. It does mention their unique Romanesque architecture, but it doesn't provide specific details about the art preserved in churches.",0.7671,False,faithful,11.112,
fix01_cb00eac21a93,squad,1694,Is a problem instance typically characterized as abstract or concrete?,concrete,mistral,ollama,42,high_ccs,"[1, 8, 18]",0.380016,0.683124,0.001696,0.4346,0," The provided context does not explicitly state whether a problem instance is typically characterized as abstract or concrete. However, it implies that computational complexity theory focuses on computational problems in general rather than specific instances, which suggests an abstract approach. But without explicit statements about the nature of problem instances, it's hard to definitively say they are always abstract.",0.6726,False,faithful,12.22,
fix01_cb00eac21a93,squad,1694,Is a problem instance typically characterized as abstract or concrete?,concrete,mistral,ollama,42,low_ccs,"[3, 4, 13]",0.381712,0.248525,0.001696,0.4346,0," The context does not provide information about whether a problem instance is typically characterized as abstract or concrete. However, it does mention that function problems can be recast as decision problems, which suggests an abstract representation of a problem. But without further context, it's hard to definitively say if this applies to all problem instances.",0.5636,False,faithful,10.763,
fix01_4c38e5bfb46e,squad,919,"What city, raided by clans and dukes, preceded the founding of Warszowa?",Jazdów,mistral,ollama,42,high_ccs,"[3, 12, 17]",0.369822,0.608138,0.000891,0.678409,0, The context does not provide information about any city being raided by clans or dukes that preceded the founding of Warszowa.,0.7044,False,faithful,11.47,
fix01_4c38e5bfb46e,squad,919,"What city, raided by clans and dukes, preceded the founding of Warszowa?",Jazdów,mistral,ollama,42,low_ccs,"[5, 6, 18]",0.370712,-0.070271,0.000891,0.678409,0, I cannot find this information in the provided context. The context does not mention any city that was previously named Warszowa or Warsaw before it was invaded by Germany in 1939.,0.7106,False,faithful,10.737,
fix01_c9aaef2be2cd,squad,2402,What are the Catechisms of Martin Luther written in?,German vernacular,mistral,ollama,42,high_ccs,"[4, 15, 18]",0.599126,0.735071,0.012687,0.368101,0," The provided context does not specify the language in which Martin Luther wrote his Catechisms. However, it is historically known that Luther's works were primarily written in German.",0.531,False,faithful,10.321,
fix01_c9aaef2be2cd,squad,2402,What are the Catechisms of Martin Luther written in?,German vernacular,mistral,ollama,42,low_ccs,"[10, 16, 17]",0.586438,0.366969,0.012687,0.368101,0, The Catechisms of Martin Luther were written in German vernacular.,0.7998,False,faithful,8.222,
fix01_162353a08e1e,squad,645,What BBC radio station will carry the game in the United Kingdom?,BBC Radio 5,mistral,ollama,42,high_ccs,"[8, 10, 19]",0.191125,0.516761,0.005231,0.728576,1," I cannot find this information in the provided context. The context only mentions CBS as the network that broadcasted the Super Bowl in the United States, not any specific BBC radio station in the United Kingdom.",0.7714,False,faithful,9.833,
fix01_162353a08e1e,squad,645,What BBC radio station will carry the game in the United Kingdom?,BBC Radio 5,mistral,ollama,42,low_ccs,"[8, 11, 13]",0.196356,-0.211815,0.005231,0.728576,1, I cannot find this information in the provided context. The context does not mention any details about the Super Bowl broadcast in the United Kingdom.,0.7338,False,faithful,5.1,
fix01_61a4db03062c,squad,135,How many times has the South Florida/Miami area hosted the Super Bowl?,10,mistral,ollama,42,high_ccs,"[7, 9, 17]",0.442108,0.647915,0.000732,0.556338,1, I cannot find this information in the provided context. The context does not mention where the Super Bowls mentioned took place.,0.7164,False,faithful,8.405,
fix01_61a4db03062c,squad,135,How many times has the South Florida/Miami area hosted the Super Bowl?,10,mistral,ollama,42,low_ccs,"[4, 17, 18]",0.441376,0.091577,0.000732,0.556338,1, I cannot find this information in the provided context. The context does not mention any details about which cities have previously hosted the Super Bowl.,0.7017,False,faithful,6.398,
fix01_7875a03f4047,squad,152,What city is tied with Miami for hosting the Super Bowl?,New Orleans,mistral,ollama,42,high_ccs,"[2, 11, 12]",0.46507,0.593132,0.004896,0.438008,1," Santa Clara (specifically Levi's Stadium), as stated in the context, hosted Super Bowl 50. Miami has not been mentioned in relation to hosting a Super Bowl in the provided context.",0.6726,False,faithful,10.273,
fix01_7875a03f4047,squad,152,What city is tied with Miami for hosting the Super Bowl?,New Orleans,mistral,ollama,42,low_ccs,"[1, 11, 18]",0.469966,0.155124,0.004896,0.438008,1," I cannot find this information in the provided context. The context only mentions three cities that were bids for a Super Bowl, but it does not specify which city hosted the Super Bowl or is tied with Miami for hosting it.",0.5227,False,faithful,8.621,
fix01_89a0f8e46026,squad,744,What kicker was successful on a 33-yard field goal?,McManus,mistral,ollama,42,high_ccs,"[2, 5, 6]",0.534611,0.723352,0.007928,0.473258,1, I cannot find this information in the provided context. There is no mention of a 33-yard field goal being successfully kicked by any player in the context you've given.,0.5117,False,faithful,11.485,
fix01_89a0f8e46026,squad,744,What kicker was successful on a 33-yard field goal?,McManus,mistral,ollama,42,low_ccs,"[0, 2, 16]",0.526683,0.250094,0.007928,0.473258,1, Brandon McManus was successful on a 33-yard field goal.,0.8308,False,faithful,8.43,
fix01_ffb5b0bbe122,squad,1790,IP and AM are most commonly defined by what type of proof system?,Interactive,mistral,ollama,42,high_ccs,"[8, 11, 14]",0.254967,0.781652,0.005017,0.578933,0, I cannot find this information in the provided context regarding IP (Interactive Proof) and AM (Arthur-Merlin games). These concepts are not directly mentioned or discussed in the context provided.,0.516,False,faithful,8.498,
fix01_ffb5b0bbe122,squad,1790,IP and AM are most commonly defined by what type of proof system?,Interactive,mistral,ollama,42,low_ccs,"[1, 13, 19]",0.259984,0.202719,0.005017,0.578933,0," I cannot find this information about IP (Interactive Proof) and AM (Arthur-Merlin game) being defined by a specific proof system in the provided context. The context only discusses decision problems, computational problems, binary strings, graphs, and complexity classes hierarchy theorems.",0.5714,False,faithful,9.616,
fix01_d5a5a5515bab,squad,1347,In what year did Tesla demonstrate his alternating current system?,1888,mistral,ollama,42,high_ccs,"[6, 7, 19]",0.586817,0.760069,0.003571,0.389417,1, 1888,1.0,False,faithful,6.046,
fix01_d5a5a5515bab,squad,1347,In what year did Tesla demonstrate his alternating current system?,1888,mistral,ollama,42,low_ccs,"[7, 11, 17]",0.583246,0.370652,0.003571,0.389417,1, 1888,1.0,False,faithful,5.925,
fix01_6fa1c0ef04ef,squad,2034,A statement made by Chris Keates caused issues with whom?,child protection and parental rights groups,mistral,ollama,42,high_ccs,"[2, 4, 18]",0.302405,0.631314,0.012895,0.684241,0, The statement made by Chris Keates is not mentioned in the provided context.,0.7159,False,faithful,8.172,
fix01_6fa1c0ef04ef,squad,2034,A statement made by Chris Keates caused issues with whom?,child protection and parental rights groups,mistral,ollama,42,low_ccs,"[0, 10, 19]",0.3153,-0.052926,0.012895,0.684241,0, Child protection and parental rights groups,0.8469,False,faithful,4.755,
fix01_68c35ebe5fb2,squad,503,What date was Super Bowl Opening Night held?,"February 1, 2016",mistral,ollama,42,high_ccs,"[5, 17, 18]",0.436987,0.671556,0.011797,0.546351,1, I cannot find this information in the provided context as it does not pertain to the details about Super Bowl Opening Night.,0.3771,True,hallucinated,7.896,
fix01_68c35ebe5fb2,squad,503,What date was Super Bowl Opening Night held?,"February 1, 2016",mistral,ollama,42,low_ccs,"[7, 17, 19]",0.42519,0.125205,0.011797,0.546351,1, I cannot find this information in the provided context. The context does not mention any details about Super Bowl Opening Night or its date.,0.5898,False,faithful,9.606,
fix01_b05a94846277,squad,2384,What did the new mass allow as regards ceremony?,freedom of ceremony,mistral,ollama,42,high_ccs,"[4, 17, 19]",0.255004,0.589645,0.012968,0.84648,1," I cannot find this information in the provided context regarding what the new mass allowed as regards ceremony. The context primarily discusses Luther's views and writings about the nature of the mass, but not its specific ceremonies.",0.3738,True,hallucinated,10.55,
fix01_b05a94846277,squad,2384,What did the new mass allow as regards ceremony?,freedom of ceremony,mistral,ollama,42,low_ccs,"[14, 15, 17]",0.242037,-0.256836,0.012968,0.84648,1, I cannot find this information in the provided context. The context does not provide details about any changes to the mass or its ceremonies during Martin Luther's time.,0.5945,False,faithful,9.125,
fix01_31d8a12355f6,squad,1075,Whose shrine did the pilgrims go to in 1016?,Archangel Michael,mistral,ollama,42,high_ccs,"[1, 5, 14]",0.314386,0.529767,0.004668,0.525333,1, I cannot find this information in the provided context. The context does not mention any pilgrimage or shrine visited by pilgrims in 1016.,0.6842,False,faithful,5.773,
fix01_31d8a12355f6,squad,1075,Whose shrine did the pilgrims go to in 1016?,Archangel Michael,mistral,ollama,42,low_ccs,"[1, 9, 16]",0.309718,0.004434,0.004668,0.525333,1, I cannot find this information in the provided context. The context does not mention any pilgrimage or shrine visit in 1016.,0.6522,False,faithful,4.883,
fix01_1e16173be7fb,squad,1972,What is the balance for positive reinforcement?,immediate and fair punishment for misbehavior,mistral,ollama,42,high_ccs,"[1, 4, 8]",0.241317,0.788021,0.000765,0.816669,0," The provided context does not explicitly mention a balance for positive reinforcement. However, it implies that teacher enthusiasm acts as a form of positive reinforcement, leading to increased student engagement, interest, and intrinsic motivation to learn. This could be interpreted as a balance between the teacher's enthusiasm (positive reinforcement) and the students' intrinsic motivation (the desired outcome). The context suggests that an enthusiastic teacher who enjoys teaching, cares for their students, and is passionate about the subject matter can create a positive learning environment that encourages student engagement and motivation.",0.6869,False,faithful,10.588,
fix01_1e16173be7fb,squad,1972,What is the balance for positive reinforcement?,immediate and fair punishment for misbehavior,mistral,ollama,42,low_ccs,"[0, 7, 19]",0.240553,-0.028648,0.000765,0.816669,0," The provided context does not specify the exact balance for positive reinforcement in modern school discipline in North America and Western Europe, but it implies that positive reinforcement is balanced with immediate and fair punishment for misbehavior.",0.5231,False,faithful,5.276,
fix01_0b4ce7680eeb,squad,1035,How much of Poland's national income does Warsaw produce?,12%,mistral,ollama,42,high_ccs,"[2, 7, 12]",0.509122,0.676278,0.008037,0.457172,0, The provided context does not contain information about how much of Poland's national income Warsaw produces.,0.9373,False,faithful,7.939,
fix01_0b4ce7680eeb,squad,1035,How much of Poland's national income does Warsaw produce?,12%,mistral,ollama,42,low_ccs,"[1, 10, 11]",0.517159,0.219105,0.008037,0.457172,0, I cannot find this information in the provided context. The context does not provide any data about how much of Poland's national income Warsaw produces.,0.6918,False,faithful,6.189,
fix01_d57a37338fc3,squad,943,How long were the fighters of the Warsaw Ghetto Uprising able to hold out?,almost a month,mistral,ollama,42,high_ccs,"[4, 13, 18]",0.363789,0.674271,0.000269,0.616365,0, I cannot find this information in the provided context. The context does not provide details about the Warsaw Ghetto Uprising or how long the fighters were able to hold out.,0.5836,False,faithful,6.689,
fix01_d57a37338fc3,squad,943,How long were the fighters of the Warsaw Ghetto Uprising able to hold out?,almost a month,mistral,ollama,42,low_ccs,"[8, 10, 14]",0.364058,0.057906,0.000269,0.616365,0, I cannot find this information in the provided context. The context does not mention anything about the Warsaw Ghetto Uprising or its duration.,0.5261,False,faithful,6.9,
fix01_9cdd6f89d600,squad,183,Who was the head coach of the Broncos in Super Bowl XLVIII?,John Fox,mistral,ollama,42,high_ccs,"[6, 14, 18]",0.453886,0.743158,0.010094,0.621892,0," I cannot find this information in the provided context as it pertains to Super Bowl XLVIII, which took place in 2014, and the context only discusses events from Super Bowl 50.",0.3503,True,hallucinated,8.799,
fix01_9cdd6f89d600,squad,183,Who was the head coach of the Broncos in Super Bowl XLVIII?,John Fox,mistral,ollama,42,low_ccs,"[9, 16, 19]",0.443792,0.121266,0.010094,0.621892,0," I cannot find this information in the provided context as it does not pertain to Super Bowl 50, but rather Super Bowl XLVIII (which occurred in 2014). The head coach of the Denver Broncos in Super Bowl XLVIII was John Fox.",0.678,False,faithful,8.334,
fix01_06a7978f30d7,squad,1771,What expression is generally used to convey upper or lower bounds?,big O notation,mistral,ollama,42,high_ccs,"[1, 12, 19]",0.251629,0.648772,0.009268,0.751305,0," The provided context does not explicitly state a specific expression that is generally used to convey upper or lower bounds. However, it mentions that an upper bound T(n) on the time complexity of an algorithm can be shown by demonstrating a particular algorithm with running time at most T(n), and that proving a lower bound requires showing that no algorithm can have time complexity lower than T(n). This implies that T(n) is used to represent both upper and lower bounds in the context of time complexity analysis.",0.8107,False,faithful,16.018,
fix01_06a7978f30d7,squad,1771,What expression is generally used to convey upper or lower bounds?,big O notation,mistral,ollama,42,low_ccs,"[3, 5, 15]",0.242361,-0.102533,0.009268,0.751305,0," In the provided context, no specific expression is mentioned that is generally used to convey upper or lower bounds. However, in computational complexity theory, big O notation is often used to express upper bounds (the maximum growth rate of an algorithm's running time) and Omega notation is used to express lower bounds (the minimum growth rate). But these notations are not explicitly stated as expressions for conveying upper or lower bounds in the context provided.",0.5709,False,faithful,13.698,
fix01_a798efb9a8a5,squad,1511,What publication published an article about Tesla in 1912?,World Today,mistral,ollama,42,high_ccs,"[2, 6, 17]",0.588914,0.713976,0.007114,0.33846,0, I cannot find this information in the provided context regarding a publication that published an article about Tesla in 1912.,0.6089,False,faithful,6.599,
fix01_a798efb9a8a5,squad,1511,What publication published an article about Tesla in 1912?,World Today,mistral,ollama,42,low_ccs,"[5, 8, 9]",0.5818,0.375516,0.007114,0.33846,0, I cannot find this information in the provided context. The context does not mention any publications related to Tesla in 1912.,0.6474,False,faithful,5.408,
fix01_f4c161fcabf6,squad,400,What field type is usually chosen for Super Bowl games?,natural grass,mistral,ollama,42,high_ccs,"[10, 15, 19]",0.440648,0.609321,0.008905,0.512537,1, I cannot find this information in the provided context. The context does not specify the field type used for Super Bowl games.,0.6372,False,faithful,9.783,
fix01_f4c161fcabf6,squad,400,What field type is usually chosen for Super Bowl games?,natural grass,mistral,ollama,42,low_ccs,"[6, 17, 19]",0.449552,0.096784,0.008905,0.512537,1," I cannot find this information in the provided context. The context only discusses specific stadiums that were bids for Super Bowl, but it does not mention what type of field is typically used for Super Bowl games.",0.5706,False,faithful,12.177,
fix01_25378996f971,squad,1644,Which theory of Einstein's did Tesla speak critically toward?,relativity,mistral,ollama,42,high_ccs,"[6, 14, 19]",0.51832,0.672239,8.4e-05,0.319312,0," I cannot find this information in the provided context that Nikola Tesla spoke critically towards any theory of Albert Einstein. The context only discusses Tesla's work and theories related to radio, wireless energy transmission, lighting, electricity distribution, and X-ray imaging.",0.5159,False,faithful,7.462,
fix01_25378996f971,squad,1644,Which theory of Einstein's did Tesla speak critically toward?,relativity,mistral,ollama,42,low_ccs,"[11, 13, 17]",0.518236,0.352927,8.4e-05,0.319312,0, The provided context does not mention any criticism by Tesla towards a specific theory of Einstein.,0.6216,False,faithful,4.925,
fix01_14f22c9a02b3,squad,115,What one word did the NFL commissioner use to describe what Super Bowl 50 was intended to be?,spectacular,mistral,ollama,42,high_ccs,"[11, 16, 17]",0.443033,0.649185,0.013504,0.481996,0, I cannot find this information in the provided context. The context does not mention any specific one-word description of Super Bowl 50 by the NFL commissioner.,0.6599,False,faithful,8.76,
fix01_14f22c9a02b3,squad,115,What one word did the NFL commissioner use to describe what Super Bowl 50 was intended to be?,spectacular,mistral,ollama,42,low_ccs,"[6, 9, 13]",0.456537,0.16719,0.013504,0.481996,0, I cannot find this information in the provided context. The text does not mention any specific one-word description of Super Bowl 50 by the NFL commissioner.,0.5692,False,faithful,7.894,
fix01_86f91d2a33e3,squad,441,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014",mistral,ollama,42,high_ccs,"[5, 12, 17]",0.42539,0.633565,0.002984,0.481642,0, I cannot find this information in the provided context. The context does not mention any change in the way the Super Bowl number is designated.,0.7114,False,faithful,9.013,
fix01_86f91d2a33e3,squad,441,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014",mistral,ollama,42,low_ccs,"[7, 14, 18]",0.422406,0.151923,0.002984,0.481642,0, I cannot find this information in the provided context.,0.5531,False,faithful,6.354,
fix01_644b3811630a,squad,1652,When did he talk about his beliefs in an interview?,1937,mistral,ollama,42,high_ccs,"[11, 12, 14]",0.318786,0.574722,0.013811,0.588195,1," I cannot find any information in the provided context that suggests Luther gave an interview to discuss his beliefs. The context only mentions Luther's sermons and letters, not interviews.",0.8486,False,faithful,5.583,
fix01_644b3811630a,squad,1652,When did he talk about his beliefs in an interview?,1937,mistral,ollama,42,low_ccs,"[12, 16, 18]",0.304975,-0.013473,0.013811,0.588195,1," The context does not provide information about an interview regarding Tesla's beliefs. However, it mentions that he mentioned unusual signals and his beliefs in letters to Julian Hawthorne and the Red Cross Society.",0.6659,False,faithful,7.319,
fix01_d49dfff0fa73,squad,119,Which California venue was one of three considered for Super Bowl 50?,San Francisco Bay Area's Levi's Stadium,mistral,ollama,42,high_ccs,"[9, 12, 19]",0.482704,0.609321,0.001793,0.510979,1, I cannot find this information in the provided context.,0.5531,False,faithful,6.422,
fix01_d49dfff0fa73,squad,119,Which California venue was one of three considered for Super Bowl 50?,San Francisco Bay Area's Levi's Stadium,mistral,ollama,42,low_ccs,"[7, 16, 19]",0.48091,0.098342,0.001793,0.510979,1," Levi's Stadium, which is located in the San Francisco Bay Area.",0.7354,False,faithful,4.6,
fix01_84cf12d2d769,squad,936,Who set up what became the Second Polish Republic?,underground leader Piłsudski,mistral,ollama,42,high_ccs,"[9, 13, 19]",0.407889,0.604658,0.002513,0.433624,0, I cannot find this information in the provided context. The context does not provide details about who set up the Second Polish Republic.,0.563,False,faithful,5.537,
fix01_84cf12d2d769,squad,936,Who set up what became the Second Polish Republic?,underground leader Piłsudski,mistral,ollama,42,low_ccs,"[10, 15, 18]",0.405375,0.171034,0.002513,0.433624,0, I cannot find this information in the provided context. The context does not mention who set up the Second Polish Republic.,0.6414,False,faithful,6.325,
fix01_7dba98d8cd80,squad,537,How many cameras did EyeVision 360 utilize?,36,mistral,ollama,42,high_ccs,"[6, 7, 11]",0.152861,0.68216,0.001208,0.834441,1, I cannot find this information in the provided context as there is no mention of EyeVision 360 or cameras in the given context.,0.4473,True,hallucinated,9.47,
fix01_7dba98d8cd80,squad,537,How many cameras did EyeVision 360 utilize?,36,mistral,ollama,42,low_ccs,"[5, 7, 10]",0.15407,-0.152281,0.001208,0.834441,1, I cannot find this information in the provided context. The context does not mention EyeVision 360 or any cameras associated with it.,0.7181,False,faithful,9.318,
fix01_2a059842409e,squad,737,Who recovered Tolbert's fumble?,Danny Trevathan,mistral,ollama,42,high_ccs,"[2, 4, 9]",0.474075,0.778741,0.010212,0.506961,0, I cannot find this information about a Tolbert's fumble recovery in the provided context.,0.5907,False,faithful,8.054,
fix01_2a059842409e,squad,737,Who recovered Tolbert's fumble?,Danny Trevathan,mistral,ollama,42,low_ccs,"[0, 8, 18]",0.463863,0.27178,0.010212,0.506961,0, Danny Trevathan,0.3006,True,hallucinated,6.52,
fix01_873df9d40fd5,squad,1970,"If a detention asks the student to write, what do they write?",lines or a punishment essay,mistral,ollama,42,high_ccs,"[8, 9, 19]",0.297357,0.695384,0.015022,0.752314,0, I cannot find this information in the provided context. The context does not specify what a student writes during detention.,0.6469,False,faithful,3.787,
fix01_873df9d40fd5,squad,1970,"If a detention asks the student to write, what do they write?",lines or a punishment essay,mistral,ollama,42,low_ccs,"[11, 16, 18]",0.282335,-0.05693,0.015022,0.752314,0, I cannot find this information in the provided context. The context does not mention any details about detentions or assignments for students during detention.,0.665,False,faithful,5.325,
fix01_1645d40277bb,squad,1792,In what expression can one expect to find DTIME(n),DTIME(n2),mistral,ollama,42,high_ccs,"[4, 6, 13]",0.317809,0.668281,0.005003,0.462976,1," The expression for DTIME(n), as described in the context, can be found within the following format: DTIME(f(n)), where f(n) is a concrete function that bounds the computation time of a deterministic Turing machine. However, the specific function f(n) that represents linear time (DTIME(n)) is not explicitly stated in the provided context. It can be inferred that it refers to a function growing linearly with the input size n, but without further information, it's impossible to provide an exact expression for DTIME(n).",0.6031,False,faithful,14.543,
fix01_1645d40277bb,squad,1792,In what expression can one expect to find DTIME(n),DTIME(n2),mistral,ollama,42,low_ccs,"[3, 6, 15]",0.312806,0.205305,0.005003,0.462976,1," The expression where one can expect to find DTIME(n) would be in a context that describes decision problems solvable by a deterministic Turing machine within polynomial time. However, the provided context does not explicitly give an example of such an expression. But it implies that DTIME(n) could be used to describe the time complexity of problems in the complexity class P, which is the set of decision problems solvable by a deterministic Turing machine within polynomial time.",0.6452,False,faithful,11.778,
fix01_ec6352868f24,squad,2248,"After Archbishop Albrecht reviewed the Theses, where did he send them?",Rome,mistral,ollama,42,high_ccs,"[6, 12, 13]",0.271969,0.634117,0.007386,0.683615,0, I cannot find this information in the provided context about where Archbishop Albrecht sent the Theses after reviewing them.,0.7604,False,faithful,9.225,
fix01_ec6352868f24,squad,2248,"After Archbishop Albrecht reviewed the Theses, where did he send them?",Rome,mistral,ollama,42,low_ccs,"[7, 14, 19]",0.264584,-0.049498,0.007386,0.683615,0, I cannot find this information in the provided context. The context does not mention Archbishop Albrecht or his Theses.,0.5882,False,faithful,5.108,
fix01_02fc34ec7b16,squad,264,How many games did the Broncos lose during their regular 2015 season?,four,mistral,ollama,42,high_ccs,"[7, 12, 13]",0.43892,0.778741,0.013577,0.575709,0," I cannot find this information in the provided context. The context only discusses one game between the Panthers and the Broncos, but it does not provide any details about the Broncos' overall record for the 2015 regular season.",0.4906,True,hallucinated,12.672,
fix01_02fc34ec7b16,squad,264,How many games did the Broncos lose during their regular 2015 season?,four,mistral,ollama,42,low_ccs,"[10, 11, 15]",0.425343,0.203031,0.013577,0.575709,0, I cannot find the number of games the Denver Broncos lost during their regular 2015 season in the provided context.,0.5701,False,faithful,7.087,
fix01_8704efd76d09,squad,1100,What was the naval base called?,Dyrrachium,mistral,ollama,42,high_ccs,"[3, 5, 6]",0.267908,0.608138,0.005731,0.752584,1," The provided context does not mention a specific name for the naval base. However, it is implied that the Venetian fleet secured a victory in the coast surrounding Dyrrachium (Durres) before the Normans arrived.",0.8715,False,faithful,9.736,
fix01_8704efd76d09,squad,1100,What was the naval base called?,Dyrrachium,mistral,ollama,42,low_ccs,"[0, 5, 7]",0.273639,-0.144445,0.005731,0.752584,1, Dyrrachium,1.0,False,faithful,4.003,
fix01_be52e50ea748,squad,533,"Who designs both the ""50"" as well as the Trophy?",Tiffany & Co.,mistral,ollama,42,high_ccs,"[3, 7, 9]",0.291109,0.530305,0.003691,0.740482,0," I cannot find this information in the provided context regarding who designs the ""50"" or the Super Bowl trophy.",0.7213,False,faithful,5.477,
fix01_be52e50ea748,squad,533,"Who designs both the ""50"" as well as the Trophy?",Tiffany & Co.,mistral,ollama,42,low_ccs,"[2, 11, 18]",0.287417,-0.210177,0.003691,0.740482,0," I cannot find this information in the provided context. The context does not mention anything about designing either the ""50"" or the trophy for Super Bowl 50.",0.7006,False,faithful,6.438,
fix01_41285ac2f571,squad,1054,How far is Warsaw from the Baltic Sea?,roughly 260 kilometres,mistral,ollama,42,high_ccs,"[6, 8, 13]",0.37887,0.632267,0.015042,0.532094,0, I cannot find this information in the provided context. The context does not mention the distance between Warsaw and the Baltic Sea.,0.5526,False,faithful,7.981,
fix01_41285ac2f571,squad,1054,How far is Warsaw from the Baltic Sea?,roughly 260 kilometres,mistral,ollama,42,low_ccs,"[7, 15, 17]",0.363828,0.100173,0.015042,0.532094,0, I cannot find this information in the provided context. The context does not mention the distance between Warsaw and the Baltic Sea.,0.5526,False,faithful,6.762,
fix01_2a116d7e841d,squad,467,What opened on January 30th at the Justin Herman plaza?,Super Bowl City,mistral,ollama,42,high_ccs,"[1, 2, 9]",0.33816,0.633565,0.016222,0.705075,1," ""Super Bowl City"" opened on January 30th at Justin Herman Plaza.",0.6116,False,faithful,5.657,
fix01_2a116d7e841d,squad,467,What opened on January 30th at the Justin Herman plaza?,Super Bowl City,mistral,ollama,42,low_ccs,"[0, 9, 11]",0.321938,-0.07151,0.016222,0.705075,1, I cannot find this information in the provided context. The context does not mention any event or establishment opening on January 30th at the Justin Herman Plaza.,0.6823,False,faithful,6.65,
fix01_ee82671d0c26,squad,36,Who lost to the Broncos in the AFC Championship?,New England Patriots,mistral,ollama,42,high_ccs,"[9, 17, 19]",0.463627,0.775318,0.009768,0.572287,0, The provided context does not mention which team lost to the Broncos in the AFC Championship.,0.8718,False,faithful,9.045,
fix01_ee82671d0c26,squad,36,Who lost to the Broncos in the AFC Championship?,New England Patriots,mistral,ollama,42,low_ccs,"[7, 15, 18]",0.473395,0.203031,0.009768,0.572287,0, I cannot find this information in the provided context as it does not mention any team that lost to the Denver Broncos in the AFC Championship.,0.4332,True,hallucinated,7.565,
fix01_13eda42baaf7,squad,1658,When was the article published?,20 December 1914,mistral,ollama,42,high_ccs,"[7, 8, 17]",0.305812,0.633121,0.001395,0.637352,0, The article was published on 11 July 1934.,0.9251,False,faithful,8.203,
fix01_13eda42baaf7,squad,1658,When was the article published?,20 December 1914,mistral,ollama,42,low_ccs,"[9, 13, 14]",0.304417,-0.004231,0.001395,0.637352,0," I cannot find this information in the provided context. The context only discusses historical events related to Martin Luther and the development of computational complexity theory, but does not mention any articles or their publication dates.",0.683,False,faithful,6.777,
fix01_6c6d928f9266,squad,1341,When did Tesla make the induction motor?,1887,mistral,ollama,42,high_ccs,"[1, 9, 10]",0.575967,0.728652,0.001362,0.423561,0," I cannot find this information in the provided context about when Tesla made the induction motor. The context only mentions that Tesla's patented AC induction motor and transformer were licensed by George Westinghouse, but it does not specify when these inventions were made.",0.6951,False,faithful,8.168,
fix01_6c6d928f9266,squad,1341,When did Tesla make the induction motor?,1887,mistral,ollama,42,low_ccs,"[3, 6, 14]",0.574605,0.305091,0.001362,0.423561,0," The context does not provide information about when Tesla made the induction motor. However, it mentions that in July 1888, Brown and Peck negotiated a licensing deal for Tesla's polyphase induction motor designs with George Westinghouse, implying that the designs were already completed by then. The progress on the efficient version of the induction motor was made by Westinghouse engineer Benjamin Lamme at the beginning of 1893, but this does not necessarily mean that Tesla did not make the original motor before that time.",0.533,False,faithful,11.512,
